Obs,Age,Pop,CNTRY,deaths,ax,a,MID,LOW,HIGH,width,mx_base,mx_low,mx_mid,mx_high,qx_base,qx_low,qx_mid,qx_high,agecountry,lx_base,dx_base,Lx_base,Tx_base,ex_base,lx_low,dx_low,Lx_low,Tx_low,ex_low,lx_mid,dx_mid,Lx_mid,Tx_mid,ex_mid,lx_high,dx_high,Lx_high,Tx_high,ex_high,DIF_LOW,DIF_MID,DIF_HIGH
239,0,89344,HUN,421.02,0.06,,559,191,985,1,0.004712348,0.004717293,0.004726822,0.004737853,0.004691566,0.004696468,0.004705913,0.004716846,HUN0,100000,469.1565986,99558.9928,8084353.442,80.84353442,100000,469.6468119,99558.532,8083301.201,80.83301201,100000,470.5912938,99557.64418,8081276.967,80.81276967,100000,471.6846133,99556.61646,8078938.807,80.78938807,-0.010522407,-0.03076475,-0.054146349
240,1,365858,HUN,74,1.57,,559,191,985,4,0.000202264,0.000202541,0.000203073,0.00020369,0.000202165,0.000202441,0.000202973,0.000203589,HUN1,99530.8434,20.1216432,398074.478,7984794.449,80.22432219,99530.35319,20.14902398,398072.4506,7983742.669,80.21414989,99529.40871,20.20177772,398068.5445,7981719.322,80.19458194,99528.31539,20.26284448,398064.0228,7979382.19,80.1719808,-0.010172303,-0.029740244,-0.052341389
241,5,491078,HUN,47,2.23,,559,191,985,5.00E+00,9.57E-05,9.59E-05,9.63E-05,9.67E-05,9.57E-05,9.59E-05,9.62E-05,9.66E-05,HUN5,99510.72176,9.521429035,497527.2344,7586719.971,76.24022655,99510.20416,9.539916875,497524.5953,7585670.218,76.23007391,99509.20693,9.575536827,497519.5104,7583650.778,76.21054385,99508.05254,9.616769813,497513.6243,7581318.167,76.18798654,-0.010152638,-0.0296827,-0.052240011
242,10,479536,HUN,60,2.74,,559,191,985,5,0.000125121,0.000125367,0.000125842,0.000126392,0.000125086,0.000125332,0.000125807,0.000126356,HUN10,99501.20033,12.44616529,497477.8733,7089192.736,71.2473087,99500.66425,12.47061388,497475.1376,7088145.623,71.23716888,99499.63139,12.5177182,497469.8669,7086131.268,71.21766351,99498.43577,12.57224521,497463.7656,7083804.543,71.19513476,-0.010139822,-0.029645198,-0.052173945
243,15,544715,HUN,139,2.69,,559,191,985,5,0.000255179,0.000256166,0.000258066,0.000260267,0.000255029,0.000256014,0.000257913,0.00026011,HUN15,99488.75416,25.37251584,497385.1603,6591714.863,66.25587905,99488.19363,25.47040159,497382.1315,6590670.485,66.24575484,99487.11367,25.65899386,497376.2961,6588661.401,66.22627954,99485.86353,25.87730271,497369.5411,6586340.778,66.20378558,-0.010124209,-0.029599515,-0.052093469
244,20,628054,HUN,254,2.58,,559,191,985,5,0.000404424,0.000405788,0.000408416,0.000411459,0.000404028,0.00040539,0.000408013,0.000411049,HUN20,99463.38165,40.1860308,497219.658,6094329.703,61.27209433,99462.72323,40.32117607,497216.0389,6093288.354,61.26203019,99461.45468,40.58155312,497209.066,6091285.104,61.24267058,99459.98622,40.88295541,497200.9944,6088971.237,61.22031048,-0.010064136,-0.029423749,-0.051783855
245,25,610086,HUN,298,2.69,,559,191,985,5,0.000488456,0.000490652,0.000494882,0.00049978,0.000487905,0.000490096,0.000494317,0.000499203,HUN25,99423.19562,48.50909479,497003.9221,5597110.045,56.29581719,99422.40206,48.7265299,496999.452,5596072.315,56.28582894,99420.87313,49.14544646,496990.8397,5594076.038,56.26661548,99419.10327,49.63036157,496980.8702,5591770.242,56.24442444,-0.009988248,-0.029201712,-0.051392743
246,30,677852,HUN,446,2.68,,559,191,985,5,0.000657961,0.000661339,0.000667846,0.00067538,0.000656958,0.000660325,0.000666813,0.000674324,HUN30,99374.68652,65.28498626,496721.9714,5100106.123,51.32198451,99373.67553,65.61895833,496716.1416,5099072.863,51.31210893,99371.72768,66.26238889,496704.9097,5097085.199,51.29311242,99369.47291,67.00717392,496691.9079,5094789.372,51.27117235,-0.009875587,-0.028872097,-0.050812161
247,35,856770,HUN,903.07,2.72,,559,191,985,5,0.00105404,0.001059607,0.001070333,0.001082749,0.001051513,0.001057053,0.001067727,0.001080082,HUN35,99309.40154,104.4251432,496308.9184,4603384.151,46.35396126,99308.05657,104.9739025,496300.9423,4602356.721,46.34424316,99305.46529,106.0311166,496285.5755,4600380.289,46.32554991,99302.46573,107.2548234,496267.7877,4598097.464,46.30396063,-0.009718097,-0.028411341,-0.050000624
248,40,723773,HUN,1498.1,2.75,,559,191,985,5,0.002069848,0.002081292,0.002103341,0.002128865,0.002060253,0.002071591,0.002093434,0.002118717,HUN40,99204.97639,204.3873447,495565.0104,4107075.233,41.39989124,99203.08267,205.5081901,495553.0199,4106055.779,41.3904051,99199.43417,207.6674415,495529.9191,4104094.714,41.3721585,99195.21091,210.166544,495503.1798,4101829.676,41.35108579,-0.009486134,-0.027732738,-0.048805446
249,45,650776,HUN,2559.17,2.77,,559,191,985,5,0.00393249,0.003957144,0.004004646,0.004059634,0.003898304,0.00392253,0.0039692,0.004023212,HUN45,99000.58905,385.9343762,494142.3116,3611510.222,36.47968418,98997.57447,388.3209686,494121.9166,3610502.759,36.47061838,98991.76673,392.9180727,494082.6264,3608564.795,36.45318104,98985.04437,398.2378352,494037.1515,3606326.497,36.4330442,-0.009065805,-0.026503139,-0.046639983
250,50,604512,HUN,4523.29,2.73,,559,191,985,5,0.007482548,0.007518563,0.007587952,0.007668278,0.007357577,0.007392395,0.007459465,0.00753708,HUN50,98614.65467,725.5648799,491426.2411,3117367.911,31.61160906,98609.25351,728.9585996,491391.5315,3116380.842,31.60333064,98598.84866,735.49468,491324.6704,3114482.168,31.58740909,98586.80653,743.0566234,491247.2941,3112289.345,31.56902485,-0.00827842,-0.02419997,-0.042584209
251,55,743582,HUN,8616.59,2.61,,559,191,985,5,0.011587949,0.011616937,0.01167279,0.011737445,0.011275667,0.011303112,0.011355981,0.011417165,HUN55,97889.08979,1103.764759,486807.4512,2625941.67,26.82568277,97880.29491,1106.351962,486757.2933,2624989.311,26.81836332,97863.35398,1111.334395,486660.6807,2623157.498,26.80428772,97843.74991,1117.098268,486548.8847,2621042.051,26.7880376,-0.007319451,-0.021395049,-0.037645178
252,60,679618,HUN,11771.84,2.61,,559,191,985,5,0.01732126,0.017352434,0.017412498,0.017482028,0.016632702,0.016661445,0.016716813,0.016780888,HUN60,96785.32503,1609.801509,480079.1996,2139134.219,22.10184465,96773.94294,1612.393767,480016.0936,2138232.018,22.0951214,96752.01958,1617.385417,479894.5468,2136496.817,22.08219349,96726.65164,1623.1591,479753.908,2134493.166,22.06727029,-0.006723254,-0.019651162,-0.034574359
253,65,990067,HUN,12376.83,2.55,,559,191,985,5,0.012501002,0.012517945,0.012550588,0.012588376,0.012129507,0.012145456,0.012176183,0.012211747,HUN65,95175.52352,1154.432134,473049.2589,1659055.019,17.43153027,95161.54918,1155.780447,472976.0838,1658215.924,17.42527248,95134.63417,1158.376755,472835.1478,1656602.27,17.41324056,95103.49254,1161.379822,472672.0821,1654739.258,17.39935321,-0.006257788,-0.018289707,-0.032177055
254,75,329612,HUN,16688.9,2.61,,559,191,985,5,0.050631955,0.05069395,0.050813396,0.050951668,0.045166357,0.045215684,0.045310685,0.045420598,HUN75,94021.09139,4246.590217,459956.1063,1186005.76,12.61425221,94005.76873,4250.535124,459870.0647,1185239.84,12.60816071,93976.25741,4258.128559,459704.3598,1183767.123,12.59644888,93942.11272,4266.906921,459512.6561,1182067.176,12.58293157,-0.006091499,-0.017803332,-0.031320639
255,80,412244.59,HUN,50973.17,13.67,,559,191,985,5,0.123647881,0.123737212,0.123909326,0.124108567,1,1,1,1,HUN80,89774.50117,89774.50117,726049.6537,726049.6537,8.087481905,89755.23361,89755.23361,725369.7754,725369.7754,8.081643223,89718.12885,89718.12885,724062.7627,724062.7627,8.070417562,89675.2058,89675.2058,722554.5201,722554.5201,8.057461522,-0.005838682,-0.017064343,-0.030020383
256,0,69102.48,IRL,249,0.06,,1566,476,4195,1,0.003603344,0.003615547,0.003643492,0.003710892,0.00359118,0.003603301,0.003631056,0.003697993,IRL0,100000,359.1180062,99662.42907,8314849.671,83.14849671,100000,360.3301007,99661.28971,8297740.389,82.97740389,100000,363.1055908,99658.68074,8260572.93,82.6057293,100000,369.7992714,99652.38868,8180924.673,81.80924673,-0.171092816,-0.542767407,-1.339249976
257,1,294380.03,IRL,38,1.72,,1566,476,4195,4,0.000129085,0.000131439,0.000136829,0.00014983,0.000129047,0.000131399,0.000136787,0.000149779,IRL1,99640.88199,12.85834324,398534.211,8215187.242,82.44795788,99639.6699,13.09259568,398528.8285,8198079.1,82.27726073,99636.89441,13.62898315,398516.5036,8160914.25,81.90654976,99630.20073,14.92253315,398486.7795,8081272.285,81.11267694,-0.170697149,-0.541408125,-1.335280946
258,5,339328,IRL,34,2.68,,1566,476,4195,5,0.000100198,0.000102361,0.000107314,0.00011926,0.000100175,0.000102337,0.000107287,0.000119227,IRL5,99628.02365,9.980212552,498116.9642,7816653.031,78.45837692,99626.5773,10.1954489,498109.2331,7799550.271,78.2878473,99623.26543,10.68829038,498091.5303,7762397.746,77.9175197,99615.2782,11.87680639,498048.8368,7682785.505,77.12457009,-0.170529614,-0.54085722,-1.333806826
259,10,310638.1,IRL,40,2.84,,1566,476,4195,5,0.000128767,0.000130796,0.000135442,0.000146647,0.000128731,0.000130759,0.000135402,0.0001466,IRL10,99618.04344,12.82397023,498062.5174,7318536.067,73.46596876,99616.38185,13.0257423,498053.7737,7301441.038,73.29558555,99612.57714,13.48775137,498033.7521,7264306.216,72.92559258,99603.40139,14.60189991,497985.4668,7184736.668,72.13344693,-0.17038321,-0.54037618,-1.332521824
260,15,277771.55,IRL,51,2.99,,1566,476,4195,5,0.000183604,0.000188214,0.000198771,0.000224233,0.000183536,0.000188143,0.000198691,0.000224132,IRL15,99605.21947,18.28118174,497989.3522,6820473.549,68.47506171,99603.35611,18.73967524,497979.1138,6803387.264,68.30479946,99599.08938,19.78949019,497955.67,6766272.464,67.9350836,99588.79949,22.3210133,497899.1322,6686751.202,67.14360687,-0.170262251,-0.53997811,-1.331454837
261,20,248434.39,IRL,151,2.61,,1566,476,4195,5,0.000607806,0.000613539,0.000626665,0.000658324,0.000606925,0.00061264,0.000625728,0.00065729,IRL20,99586.93829,60.44177237,497790.2356,6322484.197,63.48708281,99584.61644,61.009538,497777.2694,6305408.151,63.31709029,99579.29989,62.30951512,497747.5797,6268316.794,62.9479902,99566.47848,65.44405716,497675.9811,6188852.069,62.15798895,-0.169992513,-0.539092608,-1.32909385
262,25,309323.11,IRL,167,2.39,,1566,476,4195,5,0.000539889,0.000546773,0.000562538,0.000600562,0.000539129,0.000545994,0.000561713,0.000599622,IRL25,99526.49651,53.65760475,497492.4362,5824693.962,58.52405305,99523.6069,54.33927644,497476.209,5807630.881,58.35430469,99516.99038,55.90000579,497439.0529,5770569.214,57.98576898,99501.03442,59.66298729,497349.4517,5691176.088,57.197155,-0.169748354,-0.538284067,-1.326898048
263,30,380767.96,IRL,252,2.57,,1566,476,4195,5,0.00066182,0.00067068,0.000690967,0.000739897,0.000660758,0.000669588,0.000689808,0.000738569,IRL30,99472.83891,65.72744867,497204.4768,5327201.525,53.55433286,99469.26762,66.6034669,497184.4917,5310154.672,53.38487755,99461.09037,68.60909571,497138.7318,5273130.161,53.01701541,99441.37143,73.44435324,497028.3874,5193826.637,52.23003828,-0.169455308,-0.537317451,-1.324294579
264,35,365783.31,IRL,276,2.68,,1566,476,4195,5,0.000754545,0.000763387,0.000783634,0.000832468,0.000753227,0.000762037,0.000782212,0.000830864,IRL35,99407.11146,74.8760738,496861.8448,4829997.049,48.58804343,99402.66416,75.74853954,496837.5842,4812970.181,48.4189254,99392.48128,77.74598333,496782.0357,4775991.429,48.05183821,99367.92708,82.56121222,496648.0934,4696798.249,47.26674277,-0.169118025,-0.536205222,-1.321300653
265,40,346545.67,IRL,387,2.66,,1566,476,4195,5,0.001116736,0.001138508,0.001188364,0.001308614,0.001113825,0.001135483,0.001185069,0.001304619,IRL40,99332.23539,110.6387589,496402.2822,4333135.204,43.62264865,99326.91562,112.784023,496370.6635,4316132.596,43.45380675,99314.73529,117.6948081,496298.2706,4279209.393,43.08735638,99285.36587,129.52959,496123.7301,4200150.156,42.30381909,-0.168841898,-0.535292269,-1.31882956
266,45,314100.41,IRL,556,2.76,,1566,476,4195,5,0.001770135,0.001798511,0.001863489,0.002020213,0.001763144,0.001791294,0.001855743,0.002011112,IRL45,99221.59663,174.9419177,495716.1132,3836732.922,38.66832476,99214.13159,177.7216861,495672.5614,3819761.933,38.50018008,99197.04049,184.0842133,495572.8538,3782911.123,38.13532243,99155.83628,199.4135142,495332.4951,3704026.426,37.35560674,-0.168144678,-0.533002332,-1.312718021
267,50,287728.94,IRL,827,2.6,,1566,476,4195,5,0.002874233,0.002914137,0.003005513,0.003225905,0.002854542,0.002893897,0.002983988,0.003201121,IRL50,99046.65471,282.7328226,494554.7148,3341016.808,33.73174812,99036.40991,286.6011593,494494.2068,3324089.372,33.56431614,99012.95627,295.453515,494355.6929,3287338.269,33.20109199,98956.42276,316.7715051,494021.8622,3208693.931,32.42532259,-0.167431975,-0.530656129,-1.306425523
268,55,254084.92,IRL,1202,2.73,,1566,476,4195,5,0.004730702,0.004793428,0.004937067,0.005283512,0.00468044,0.004741832,0.00488235,0.005220895,IRL55,98763.92189,462.2586141,492770.2824,2846462.094,28.82086939,98749.80875,468.255011,492686.1049,2829595.165,28.65418375,98717.50276,481.9733576,492493.4343,2792982.576,28.29267858,98639.65126,514.9872508,492029.2352,2714672.068,27.52110367,-0.166685647,-0.52819081,-1.299765722
269,60,225618.42,IRL,1614,2.8,,1566,476,4195,5,0.007153671,0.007230243,0.007405585,0.007828499,0.007042831,0.007117035,0.007286866,0.007695954,IRL60,98301.66327,692.3219642,489985.208,2353691.811,23.94356039,98281.55374,699.4733027,489868.9274,2336909.06,23.77769755,98235.5294,715.8291029,489602.823,2300489.142,23.41809685,98124.66401,755.1628562,488961.9617,2222642.833,22.65121471,-0.165862837,-0.525463539,-1.292345677
270,65,336161.18,IRL,2378,2.63,,1566,476,4195,5,0.007073988,0.00715325,0.007334754,0.007772529,0.006957345,0.007034001,0.00720943,0.007631942,IRL65,97609.34131,679.1018835,486437.2351,1863706.603,19.0935271,97582.08043,686.3924605,486283.652,1847040.133,18.92806675,97519.7003,703.0614518,485932.2458,1810886.319,18.56944098,97369.50115,743.1183686,485086.3152,1733680.871,17.8051736,-0.165460341,-0.524086118,-1.288353495
271,75,107604.82,IRL,3686,2.63,,1566,476,4195,5,0.034254971,0.034980392,0.036641545,0.040648123,0.031682824,0.032302408,0.033713821,0.037076336,IRL75,96930.23943,3071.023698,477372.871,1377269.368,14.20887203,96895.68797,3129.964077,477060.425,1360756.48,14.04351947,96816.63885,3264.058832,476347.3748,1324954.073,13.68518974,96626.38278,3582.552194,474641.2652,1248594.556,12.92188034,-0.165352563,-0.523682288,-1.286991689
272,80,137737.28,IRL,14366,14.16,,1566,476,4195,5,0.104300012,0.106106306,0.110242566,0.120218922,1,1,1,1,IRL80,93859.21573,93859.21573,899896.4971,899896.4971,9.587726577,93765.7239,93765.7239,883696.0555,883696.0555,9.424510565,93552.58001,93552.58001,848606.6982,848606.6982,9.070906416,93043.83059,93043.83059,773953.2911,773953.2911,8.318158079,-0.163216012,-0.516820161,-1.269568498
273,0,4547,ISL,8,0.06,,3,1,5,1,0.001759402,0.001760159,0.001761674,0.001763189,0.001756497,0.001757252,0.001758762,0.001760272,ISL0,100000,175.6496843,99834.8893,8335538.831,83.35538831,100000,175.7251856,99834.81833,8335066.36,83.3506636,100000,175.876188,99834.67638,8334122.64,83.3412264,100000,176.02719,99834.53444,8333180.546,83.33180546,-0.004724713,-0.014161913,-0.023582852
274,1,18924,ISL,3,1.13,,3,1,5,4,0.000158529,0.00015861,0.000158771,0.000158933,0.000158457,0.000158537,0.000158699,0.00015886,ISL1,99824.35032,15.81784291,399252.0041,8235703.942,82.50195384,99824.27481,15.82588878,399251.679,8235231.542,82.49728392,99824.12381,15.84198046,399251.0288,8234287.964,82.48795631,99823.97281,15.85807209,399250.3786,8233346.012,82.47864496,-0.004669919,-0.013997532,-0.023308884
275,5,21831,ISL,2,1.01,,3,1,5,5.00E+00,9.16E-05,9.17E-05,9.18E-05,9.19E-05,9.16E-05,9.16E-05,9.17E-05,9.18E-05,ISL5,99808.53247,9.140402388,499006.1922,7836451.938,78.51484982,99808.44893,9.145759631,499005.753,7835979.863,78.51018573,99808.28183,9.156474082,499004.8748,7835036.935,78.50086978,99808.11474,9.167188487,499003.9966,7834095.633,78.49157009,-0.004664089,-0.013980043,-0.023279735
276,10,21164,ISL,2,1.99,,3,1,5,5.00E+00,9.45E-05,9.46E-05,9.47E-05,9.49E-05,9.45E-05,9.45E-05,9.47E-05,9.48E-05,ISL10,99799.39207,9.428370126,498968.581,7337445.746,73.52194832,99799.30317,9.435665435,498968.1145,7336974.11,73.51728797,99799.12536,9.450256005,498967.1815,7336032.06,73.50797949,99798.94755,9.46484651,498966.2486,7335091.637,73.49868728,-0.00466035,-0.013968825,-0.023261039
277,15,22803,ISL,4,2.97,,3,1,5,5,0.000175416,0.000175638,0.000176083,0.000176527,0.000175353,0.000175575,0.00017602,0.000176464,ISL15,99789.9637,17.49847683,498914.2966,6838477.165,68.52870681,99789.8675,17.52063483,498913.7706,6838005.995,68.52405125,99789.6751,17.56495064,498912.7187,6837064.879,68.51475237,99789.4827,17.60926619,498911.6667,6836125.388,68.50546974,-0.004655554,-0.01395444,-0.023237066
278,20,24367,ISL,11,2.86,,3,1,5,5,0.00045143,0.000451753,0.000452397,0.000453042,0.000450995,0.000451316,0.00045196,0.000452603,ISL20,99772.46522,44.99683555,498766.0329,6339562.868,63.54020475,99772.34687,45.02887954,498765.3725,6339092.225,63.53556295,99772.11015,45.09296715,498764.0518,6338152.16,63.52629157,99771.87344,45.15705428,498762.7311,6337213.721,63.51703645,-0.004641799,-0.013913177,-0.023168301
279,25,22260,ISL,8,2.64,,3,1,5,5,0.000359389,0.000359727,0.000360403,0.000361079,0.000359084,0.000359422,0.000360097,0.000360771,ISL25,99727.46839,35.81058595,498552.829,5840796.835,58.56758353,99727.31799,35.84417672,498551.9977,5840326.852,58.56295918,99727.01718,35.9113578,498550.3351,5839388.108,58.55372268,99726.71638,35.97853827,498548.6726,5838450.99,58.54450244,-0.004624356,-0.013860851,-0.023081097
280,30,23031,ISL,19,2.95,,3,1,5,5,0.000824975,0.000825386,0.000826209,0.000827032,0.000823582,0.000823992,0.000824812,0.000825632,ISL30,99691.6578,82.1042741,498289.9752,5342244.006,53.58767348,99691.47381,82.14499761,498288.9718,5341774.855,53.58306634,99691.10583,82.22644399,498286.9649,5340837.773,53.57386428,99690.73784,82.30788948,498284.958,5339902.318,53.56467846,-0.004607137,-0.013809199,-0.022995019
281,35,21256,ISL,13,2.8,,3,1,5,5,0.000611592,0.000612107,0.000613138,0.000614169,0.00061077,0.000611284,0.000612312,0.00061334,ISL35,99609.55353,60.83854974,497913.9228,4843954.031,48.62941214,99609.32881,60.88960966,497912.6869,4843485.883,48.624822,99608.87938,60.99172846,497910.2151,4842550.808,48.61565393,99608.42995,61.09384587,497907.7433,4841617.36,48.6065021,-0.004590139,-0.013758209,-0.022910038
282,40,20534,ISL,20,2.46,,3,1,5,5,0.000973994,0.000974749,0.000976259,0.000977769,0.000971591,0.000972342,0.000973844,0.000975347,ISL40,99548.71498,96.7206045,497497.9046,4346040.108,43.65742048,99548.4392,96.7951217,497496.3364,4345573.196,43.65285112,99547.88765,96.94415398,497493.2001,4344640.593,43.6437246,99547.33611,97.09318348,497490.0639,4343709.616,43.63461431,-0.004569363,-0.013695886,-0.022806177
283,45,21717,ISL,34,2.91,,3,1,5,5,0.001565594,0.001566591,0.001568586,0.00157058,0.001560488,0.001561478,0.00156346,0.001565441,ISL45,99451.99437,155.1936156,496935.6172,3848542.204,38.69748644,99451.64408,155.2916013,496933.661,3848076.859,38.69294364,99450.9435,155.4875694,496929.7485,3847147.393,38.68387023,99450.24293,155.683533,496925.836,3846219.552,38.67481305,-0.004542801,-0.013616208,-0.022673396
284,50,21425,ISL,52,2.5,,3,1,5,5,0.002427071,0.002428342,0.002430883,0.002433425,0.002412433,0.002413689,0.0024162,0.00241871,ISL50,99296.80076,239.5469097,495885.1365,3351606.587,33.75341966,99296.35248,239.6704862,495882.5862,3351143.198,33.74890532,99295.45593,239.9176334,495877.4856,3350217.644,33.73988883,99294.55939,240.164773,495872.385,3349293.716,33.73088855,-0.004514338,-0.013530828,-0.022531108
285,55,19652,ISL,71,2.91,,3,1,5,5,0.003612864,0.003614511,0.003617805,0.003621098,0.003585788,0.00358741,0.003590655,0.003593899,ISL55,99057.25385,355.1983079,494543.9048,2855721.45,28.82899878,99056.68199,355.3569564,494540.7139,2855260.612,28.82451294,99055.5383,355.6742448,494534.3323,2854340.159,28.81555346,99054.39462,355.9915213,494527.9508,2853421.331,28.80661017,-0.004485834,-0.013445322,-0.022388608
286,60,16669,ISL,103,2.85,,3,1,5,5,0.006179135,0.006181331,0.006185724,0.006190117,0.006098121,0.00610026,0.006104538,0.006108816,ISL60,98702.05554,601.8970318,492216.1991,2361177.545,23.92227327,98701.32504,602.1037084,492212.1022,2360719.898,23.91781364,98699.86405,602.5170465,492203.9086,2359805.827,23.90890655,98698.4031,602.9303644,492195.7152,2358893.381,23.90001567,-0.004459633,-0.01336672,-0.022257605
287,65,22434,ISL,156,2.7,,3,1,5,5,0.006953731,0.00695579,0.006959908,0.006964026,0.006844267,0.006846261,0.00685025,0.00685424,ISL65,98100.15851,671.4236394,488956.5182,1868961.346,19.05156296,98099.22133,671.6128961,488951.397,1868507.796,19.04712159,98097.34701,671.9913932,488941.1548,1867601.918,19.03825103,98095.47273,672.3698685,488930.913,1866697.665,19.0293967,-0.004441375,-0.013311928,-0.022166258
288,75,7597,ISL,247,2.71,,3,1,5,5,0.032512834,0.032530164,0.032564825,0.032599486,0.030259855,0.030274866,0.030304885,0.0303349,ISL75,97428.73487,2948.179387,480392.3435,1380004.828,14.16424867,97427.60843,2949.607806,480383.4403,1379556.399,14.15980974,97425.35561,2952.464219,480365.635,1378660.763,14.15094412,97423.10287,2955.320068,480347.8314,1377766.752,14.14209476,-0.004438925,-0.013304548,-0.022153909
289,80,11645,ISL,1223,13.92,,3,1,5,5,0.105023615,0.105072111,0.105169101,0.105266092,1,1,1,1,ISL80,94480.55548,94480.55548,899612.4845,899612.4845,9.521668029,94478.00063,94478.00063,899172.9589,899172.9589,9.517273364,94472.89139,94472.89139,898295.1281,898295.1281,9.508496192,94467.7828,94467.7828,897418.921,897418.921,9.499735195,-0.004394665,-0.013171837,-0.021932835
290,0,509053,ITA,1396,0.06,,41965,23694,57401,1,0.002742347,0.002929199,0.003073285,0.003195014,0.002735296,0.002921156,0.003064432,0.003185447,ITA0,100000,273.5296001,99742.88218,8440137.153,84.40137153,100000,292.1155724,99725.41136,8393608.101,83.93608101,100000,306.4432066,99711.94339,8360033.611,83.60033611,100000,318.5446935,99700.56799,8333087.795,83.33087795,-0.465290519,-0.801035424,-1.070493588
291,1,2215053,ITA,269,1.79,,41965,23694,57401,4,0.000121442,0.000137938,0.000150659,0.000161406,0.000121409,0.000137896,0.000150609,0.000161348,ITA1,99726.4704,12.10771147,398879.1236,8340394.271,83.63270291,99707.88443,13.74933552,398801.1517,8293882.69,83.18181393,99693.55679,15.01473074,398741.0446,8260321.668,82.85712671,99681.45531,16.08344337,398690.2768,8233387.227,82.59698056,-0.450888977,-0.775576198,-1.035722345
292,5,2869864,ITA,192,2.38,,41965,23694,57401,5.00E+00,6.69E-05,7.56E-05,8.24E-05,8.80E-05,6.69E-05,7.56E-05,8.23E-05,8.80E-05,ITA5,99714.36269,6.669933625,498554.3382,7941515.148,79.64264057,99694.13509,7.538287918,498450.9251,7895081.538,79.1930391,99678.54206,8.207628569,498371.2063,7861580.623,78.86933798,99665.37186,8.772930093,498303.8742,7834696.95,78.61002075,-0.449601473,-0.773302597,-1.032619828
293,10,2854163,ITA,236,2.98,,41965,23694,57401,5.00E+00,8.27E-05,9.51E-05,0.000104619,0.000112686,8.27E-05,9.51E-05,0.000104597,0.00011266,ITA10,99707.69275,8.243077165,498521.8128,7442960.809,74.64780905,99686.5968,9.475344299,498413.8438,7396630.613,74.19884769,99670.33443,10.42517618,498330.6133,7363209.417,73.8756367,99656.59893,11.22735829,498260.3154,7336393.075,73.6167314,-0.448961355,-0.772172346,-1.031077652
294,15,2862527,ITA,573,2.79,,41965,23694,57401,5,0.000200173,0.000237607,0.000266474,0.000290861,0.000200084,0.000237482,0.000266317,0.000290674,ITA15,99699.44968,19.94829168,498453.1627,6944438.997,69.65373449,99677.12146,23.67156429,498333.2931,6898216.769,69.20561778,99659.90926,26.54110744,498240.8904,6864878.803,68.88305292,99645.37157,28.96434309,498162.8467,6838132.76,68.62469026,-0.448116707,-0.770681571,-1.02904423
295,20,3114713,ITA,844,2.57,,41965,23694,57401,5,0.000270972,0.000313531,0.00034635,0.000374076,0.000270794,0.000313293,0.000346059,0.000373736,ITA20,99679.50139,26.99257991,498331.915,6445985.834,64.66711555,99653.4499,31.22069229,498191.3832,6399883.476,64.22139407,99633.36815,34.47898188,498083.0568,6366637.913,63.9006593,99616.40723,37.23027341,497991.5666,6339969.913,63.64383227,-0.445721477,-0.766456251,-1.023283276
296,25,3303115,ITA,1035,2.51,,41965,23694,57401,5,0.000313341,0.000353649,0.000384732,0.000410992,0.000313096,0.000353338,0.000384364,0.000410572,ITA25,99652.50881,31.20083236,498184.854,5947653.919,59.68393561,99622.2292,35.20033551,498023.4972,5901692.093,59.24071505,99598.88917,38.28223682,497899.1231,5868554.856,58.92189065,99579.17696,40.88443988,497794.0825,5841978.347,58.66666632,-0.443220558,-0.762044965,-1.017269292
297,30,3682176,ITA,1372,2.61,,41965,23694,57401,5,0.000372606,0.000421717,0.000459588,0.000491583,0.000372274,0.000421293,0.000459084,0.000491006,ITA30,99621.30797,37.08644701,498017.9033,5449469.065,54.70184216,99587.02887,41.95527867,497834.8712,5403668.596,54.26076726,99560.60693,45.70667803,497693.7957,5370655.733,53.94358169,99538.29252,48.87391307,497574.6539,5344184.264,53.68973215,-0.441074901,-0.758260477,-1.012110012
298,35,4432888,ITA,2489,2.65,,41965,23694,57401,5,0.000561485,0.00060166,0.000632639,0.000658812,0.000560745,0.00060081,0.0006317,0.000657794,ITA35,99584.22153,55.84136186,497789.8804,4951451.162,49.72124184,99545.07359,59.80770069,497584.8198,4905833.725,49.28253652,99514.90025,62.86359146,497426.7718,4872961.937,48.96715894,99489.41861,65.44352387,497293.3007,4846609.61,48.71482494,-0.438705316,-0.754082902,-1.006416902
299,40,4864999,ITA,4258,2.72,,41965,23694,57401,5,0.000875231,0.00092097,0.000956241,0.000986039,0.000873488,0.000919041,0.000954161,0.000983827,ITA40,99528.38016,86.9368809,497443.6847,4453661.281,44.74765161,99485.26589,91.43100652,497217.8667,4408248.905,44.31057067,99452.03666,94.89322266,497043.8268,4375535.165,43.99643599,99423.97508,97.81598371,496896.855,4349316.31,43.74514604,-0.437080944,-0.751215621,-1.002505576
300,45,4992748,ITA,7331,2.74,,41965,23694,57401,5,0.00146833,0.001531711,0.001580586,0.001621877,0.001463473,0.001526427,0.00157496,0.001615954,ITA45,99441.44328,145.5298911,496878.3189,3956217.597,39.78439437,99393.83488,151.7174248,496626.293,3911031.038,39.34882926,99357.14344,156.483497,496432.0645,3878491.339,39.03585796,99326.1591,160.506467,496268.0509,3852419.455,38.78554743,-0.435565114,-0.748536412,-0.998846944
