Obs,Age,Pop,CNTRY,deaths,ax,a,MID,LOW,HIGH,width,mx_base,mx_low,mx_mid,mx_high,qx_base,qx_low,qx_mid,qx_high,agecountry,lx_base,dx_base,Lx_base,Tx_base,ex_base,lx_low,dx_low,Lx_low,Tx_low,ex_low,lx_mid,dx_mid,Lx_mid,Tx_mid,ex_mid,lx_high,dx_high,Lx_high,Tx_high,ex_high,DIF_LOW,DIF_MID,DIF_HIGH
119,80,234876,DNK,25314,14.12,,24,4,56,5,0.107776018,0.107785544,0.107833173,0.107909381,1,1,1,1,DNK80,93205.69682,93205.69682,864809.2457,864809.2457,9.278502015,93205.21893,93205.21893,864728.3816,864728.3816,9.277681996,93202.82954,93202.82954,864324.276,864324.276,9.273584078,93199.0068,93199.0068,863678.4517,863678.4517,9.267034933,-0.000820018,-0.004917937,-0.011467082
120,0,424881,ESP,1202,0.06,,41326,33495,53802,1,0.002829027,0.003498543,0.003655073,0.00390445,0.002821524,0.003487075,0.003642558,0.003890172,ESP0,100000,282.1524183,99734.77673,8485995.47,84.8599547,100000,348.7075288,99672.21492,8405775.96,84.0577596,100000,364.2558124,99657.59954,8388070.686,83.88070686,100000,389.0172277,99634.32381,8360614.949,83.60614949,-0.802195105,-0.979247847,-1.25380521
121,1,1895732,ESP,252,1.62,,41326,33495,53802,4,0.00013293,0.00019218,0.000206033,0.000228102,0.000132888,0.000192092,0.000205932,0.000227978,ESP1,99717.84758,13.25131927,398839.8522,8386260.694,84.09989683,99651.29247,19.14225101,398559.6113,8306103.745,83.35169107,99635.74419,20.51815384,398494.1435,8288413.086,83.18714487,99610.98277,22.70910641,398389.8834,8260980.625,82.93242769,-0.748205758,-0.912751957,-1.167469143
122,5,2478498,ESP,185,2.22,,41326,33495,53802,5,7.46E-05,0.000108351,0.000116233,0.000128789,7.46E-05,0.000108319,0.000116195,0.000128742,ESP5,99704.59626,7.440604594,498502.2964,7987420.841,80.11085889,99632.15022,10.79204105,498130.7492,7907544.134,79.36739412,99615.22603,11.57480056,498043.9522,7889918.943,79.20394559,99588.27367,12.82123778,497905.7253,7862590.742,78.95096935,-0.743464765,-0.906913297,-1.159889533
123,10,2267841,ESP,204,2.9,,41326,33495,53802,5,9.00E-05,0.000137076,0.000148093,0.000165645,8.99E-05,0.000137037,0.000148047,0.000165588,ESP10,99697.15566,8.96640397,498466.9488,7488918.545,75.11667204,99621.35818,13.65178044,498078.1222,7409413.384,74.37575154,99603.65123,14.74604155,497987.2895,7391874.99,74.21289178,99575.45243,16.48846119,497842.6364,7364685.017,73.96084916,-0.740920498,-0.903780257,-1.155822884
124,15,2140571,ESP,343,2.84,,41326,33495,53802,5,0.000160238,0.00031837,0.000355341,0.000414242,0.000160182,0.000318152,0.000355069,0.000413871,ESP15,99688.18925,15.96827124,498406.4548,6990451.596,70.12316753,99607.7064,31.69035315,497970.0808,6911335.262,69.38554769,99588.90519,35.36090363,497868.1464,6893887.701,69.22345102,99558.96397,41.204587,497705.8179,6866842.38,68.9726179,-0.737619848,-0.899716512,-1.150549631
125,20,2374617,ESP,628,2.47,,41326,33495,53802,5,0.000264464,0.000435892,0.000475972,0.000539825,0.000264287,0.000435412,0.000475399,0.000539088,ESP20,99672.22098,26.34205914,498294.4595,6492045.141,65.13394682,99576.01605,43.35662119,497770.388,6413365.181,64.406726,99553.54429,47.32769134,497647.9824,6396019.554,64.24703008,99517.75938,53.64885484,497453.0653,6369136.562,63.99999962,-0.727220827,-0.886916744,-1.133947204
126,25,2749308,ESP,733,2.57,,41326,33495,53802,5,0.000266613,0.000417667,0.000452983,0.000509247,0.00026644,0.000417244,0.000452485,0.000508618,ESP25,99645.87892,26.5496406,498164.879,5993750.682,60.15051246,99532.65942,41.5293717,497562.3807,5915594.793,59.43370576,99506.2166,45.02507447,497421.6721,5898371.572,59.27641281,99464.11053,50.58919207,497197.6209,5871683.497,59.03318761,-0.716806704,-0.874099652,-1.117324849
127,30,3456207,ESP,1315,2.61,,41326,33495,53802,5,0.000380475,0.000548301,0.000587538,0.000650049,0.000380129,0.000547584,0.000586714,0.000649041,ESP30,99619.32928,37.86821908,498006.1414,5495585.803,55.1658583,99491.13005,54.47971615,497325.4437,5418032.413,54.45744168,99461.19152,58.35532234,497166.4884,5400949.9,54.30208323,99413.52133,64.52343784,496913.3956,5374485.876,54.06192039,-0.708416616,-0.863775069,-1.103937904
128,35,4032769,ESP,2070,2.7,,41326,33495,53802,5,0.000513295,0.000701863,0.000745949,0.000816186,0.00051269,0.000700732,0.000744672,0.000814657,ESP35,99581.46106,51.0543883,497789.8802,4997579.661,50.18584391,99436.65034,69.67841018,497022.9913,4920706.969,49.48584805,99402.8362,74.0224757,496843.9293,4903783.412,49.33242953,99348.9979,80.93531041,496558.8383,4877572.481,49.09533648,-0.699995865,-0.853414385,-1.090507431
129,40,3858821,ESP,3785,2.74,,41326,33495,53802,5,0.00098087,0.001219837,0.001275707,0.001364716,0.0009787,0.001216484,0.00127204,0.00136052,ESP40,99530.40668,97.41040875,497431.8859,4499789.781,45.2102019,99366.97193,120.8782935,496561.6747,4423683.978,44.51865536,99328.81372,126.3501806,496358.5172,4406939.482,44.36718125,99268.06258,135.0561767,496035.086,4381013.642,44.13316356,-0.691546541,-0.843020648,-1.077038342
130,45,3689865,ESP,6639,2.72,,41326,33495,53802,5,0.001799253,0.00213798,0.002217173,0.00234334,0.001791902,0.002127609,0.002206022,0.002330887,ESP45,99432.99627,178.1741755,496758.7442,4002357.895,40.25180821,99246.09363,211.1568886,495749.0305,3927122.303,39.56954031,99202.46354,218.8427849,495513.3562,3910580.965,39.42020012,99133.00641,231.0678328,495138.1974,3884978.556,39.18955651,-0.682267897,-0.831608091,-1.062251701
131,50,3333373,ESP,9928,2.68,,41326,33495,53802,5,0.002978365,0.003437005,0.003544233,0.003715065,0.002957926,0.003409816,0.003515328,0.003683319,ESP50,99254.82209,293.5884054,495592.9854,3505599.151,35.31918226,99034.93674,337.6908829,494391.2409,3431373.272,34.64810889,98983.62076,347.9599151,494110.8368,3415067.609,34.50134055,98901.93858,364.287343,493664.5462,3389840.359,34.27476153,-0.671073364,-0.817841703,-1.04442073
132,55,2877802,ESP,13455,2.65,,41326,33495,53802,5,0.004675443,0.005264998,0.005402834,0.005622428,0.004624631,0.005200652,0.005335096,0.005549109,ESP55,98961.23369,457.6591991,493730.6693,3010006.166,30.41601295,98697.24586,513.2900431,492279.9977,2936982.031,29.75748721,98635.66084,526.2307484,491941.662,2920956.772,29.61359763,98537.65123,546.7961821,491403.2851,2896175.813,29.39156532,-0.658525743,-0.802415325,-1.024447633
133,60,2491892,ESP,17117,2.62,,41326,33495,53802,5,0.006869078,0.007465962,0.007605511,0.007827835,0.006758586,0.007335616,0.007470291,0.007684667,ESP60,98503.57449,665.7448495,490933.3997,2516275.496,25.54501712,98183.95582,720.2397509,489205.6085,2444702.034,24.89920083,98109.4301,732.9059531,488802.8343,2429015.11,24.75822261,97990.85505,753.0271391,488162.0707,2404772.528,24.54078522,-0.645816292,-0.786794511,-1.004231895
134,65,4137391,ESP,23568,2.63,,41326,33495,53802,5,0.005696343,0.00615717,0.006264909,0.006436555,0.005620465,0.006068614,0.00617325,0.006339843,ESP65,97837.82964,549.8941228,487885.8991,2025342.097,20.70101212,97463.71607,591.4696303,485916.7973,1955496.425,20.06384021,97376.52414,601.129606,485457.9435,1940212.276,19.92484629,97237.82791,616.4725421,484728.0996,1916610.457,19.71054371,-0.637171908,-0.776165826,-0.99046841
135,75,1652238,ESP,44897,2.67,,41326,33495,53802,5,0.027173446,0.029904159,0.030542589,0.031559708,0.025555426,0.02795626,0.028513452,0.029397955,ESP75,97287.93551,2486.234675,480646.7508,1537456.198,15.8031537,96872.24644,2708.185675,478051.1596,1469579.628,15.17028542,96775.39454,2759.400521,477447.5695,1454754.332,15.03227488,96621.35537,2840.470266,476488.4811,1431882.357,14.81952258,-0.632868273,-0.770878816,-0.983631118
136,80,2650571,ESP,237771,14.26,,41326,33495,53802,5,0.089705577,0.09496859,0.096199062,0.098159395,1,1,1,1,ESP80,94801.70084,94801.70084,1056809.447,1056809.447,11.14757897,94164.06076,94164.06076,991528.4684,991528.4684,10.52979725,94015.99402,94015.99402,977306.7628,977306.7628,10.39511174,93780.8851,93780.8851,955393.8762,955393.8762,10.18751183,-0.617781719,-0.752467236,-0.960067145
137,0,14021,EST,28,0.05,,12,0,22,1,0.001997004,0.001997004,0.001998688,0.002000092,0.001993223,0.001993223,0.001994901,0.001996298,EST0,100000,199.3223042,99810.64381,8243390.972,82.43390972,100000,199.3223042,99810.64381,8243390.972,82.43390972,100000,199.4900533,99810.48445,8242945.608,82.42945608,100000,199.6298438,99810.35165,8242574.556,82.42574556,0,-0.004453632,-0.008164153
138,1,62108,EST,17,1.18,,12,0,22,4,0.000273717,0.000273717,0.000274004,0.000274243,0.000273506,0.000273506,0.000273792,0.000274032,EST1,99800.6777,27.29604799,399125.7359,8143580.328,81.59844718,99800.6777,27.29604799,399125.7359,8143580.328,81.59844718,99800.50995,27.32463057,399124.9843,8143135.124,81.5941234,99800.37016,27.34844928,399124.358,8142764.205,81.59052108,0,-0.004323783,-0.007926107
139,5,70313,EST,12,2.82,,12,0,22,5,0.000170665,0.000170665,0.00017084,0.000170986,0.000170602,0.000170602,0.000170777,0.000170922,EST5,99773.38165,17.02153651,498829.8013,7744454.592,77.6204481,99773.38165,17.02153651,498829.8013,7744454.592,77.6204481,99773.18532,17.0389287,498828.7817,7744010.14,77.61614621,99773.02171,17.05342212,498827.9321,7743639.847,77.61256213,0,-0.004301886,-0.007885964
140,10,60377,EST,9,2.19,,12,0,22,5,0.000149063,0.000149063,0.000149228,0.000149364,0.000149001,0.000149001,0.000149165,0.000149302,EST10,99756.36011,14.86379475,498740.0333,7245624.791,72.63321138,99756.36011,14.86379475,498740.0333,7245624.791,72.63321138,99756.14639,14.88012187,498738.9188,7245181.358,72.62892183,99755.96828,14.89372775,498737.99,7244811.915,72.62534803,0,-0.004289552,-0.007863353
141,15,64021,EST,24,2.78,,12,0,22,5,0.000374877,0.000374877,0.00037564,0.000376276,0.000374565,0.000374565,0.000375327,0.000375962,EST15,99741.49632,37.35970052,498624.543,6746884.757,67.64370905,99741.49632,37.35970052,498624.543,6746884.757,67.64370905,99741.26627,37.43559383,498623.2243,6746442.439,67.63943042,99741.07456,37.4988378,498622.1254,6746073.924,67.63586571,0,-0.004278636,-0.007843342
142,20,92203,EST,60,2.53,,12,0,22,5,0.000650738,0.000650738,0.000651593,0.000652305,0.000649694,0.000649694,0.000650545,0.000651255,EST20,99704.13662,64.77715717,498360.6835,6248260.214,62.66801385,99704.13662,64.77715717,498360.6835,6248260.214,62.66801385,99703.83067,64.86187826,498358.9445,6247819.215,62.66378305,99703.57572,64.93247849,498357.4954,6247451.799,62.66025821,0,-0.004230795,-0.007755638
143,25,96742,EST,81,2.87,,12,0,22,5,0.000837279,0.000837279,0.000838526,0.000839565,0.000835788,0.000835788,0.000837031,0.000838066,EST25,99639.35946,83.27737973,498019.4165,5749899.531,57.70711054,99639.35946,83.27737973,498019.4165,5749899.531,57.70711054,99638.96879,83.40086497,498017.2001,5749460.27,57.70292828,99638.64324,83.50376809,498015.3532,5749094.304,57.69944388,0,-0.004182262,-0.007666665
144,30,90681,EST,138,2.47,,12,0,22,5,0.001521818,0.001521818,0.001524017,0.001525849,0.001515981,0.001515981,0.001518163,0.001519981,EST30,99556.08208,150.9251697,497398.5697,5251880.114,52.75298108,99556.08208,150.9251697,497398.5697,5251880.114,52.75298108,99555.56793,151.1415723,497395.4515,5251443.07,52.74886357,99555.13947,151.3219042,497392.8529,5251078.951,52.74543312,0,-0.00411751,-0.007547962
145,35,90945,EST,151,2.77,,12,0,22,5,0.001660344,0.001660344,0.001665159,0.001669172,0.001654219,0.001654219,0.001658999,0.001662982,EST35,99405.15691,164.4379296,496659.088,4754481.545,47.82932488,99405.15691,164.4379296,496659.088,4754481.545,47.82932488,99404.42636,164.9118253,496654.3784,4754047.619,47.82531114,99403.81757,165.3067252,496650.4538,4753686.098,47.82196714,0,-0.004013744,-0.007357737
146,40,91676,EST,205,2.63,,12,0,22,5,0.002236136,0.002236136,0.002244501,0.002251472,0.002224348,0.002224348,0.002232625,0.002239522,EST40,99240.71898,220.745866,495680.4272,4257822.457,42.90398639,99240.71898,220.745866,495680.4272,4257822.457,42.90398639,99239.51453,221.564609,495672.4645,4257393.24,42.90018205,99238.51084,222.2468548,495665.8292,4257035.644,42.89701254,0,-0.003804337,-0.006973854
147,45,85332,EST,284,2.65,,12,0,22,5,0.003328177,0.003328177,0.003341319,0.003352271,0.003302349,0.003302349,0.003315287,0.003326069,EST45,99019.97311,326.9984717,494331.4192,3762142.029,37.99376945,99019.97311,326.9984717,494331.4192,3762142.029,37.99376945,99017.94992,328.2729416,494318.3082,3761720.776,37.99029144,99016.26399,329.3349,494307.3829,3761369.815,37.98739382,0,-0.003478005,-0.00637563
148,50,93140,EST,524,2.73,,12,0,22,5,0.005625939,0.005625939,0.005643371,0.005657898,0.005554997,0.005554997,0.005571991,0.005586152,EST50,98692.97464,548.2392006,492220.3702,3267810.61,33.11087362,98692.97464,548.2392006,492220.3702,3267810.61,33.11087362,98689.67698,549.8980397,492200.1164,3267402.468,33.10784438,98686.92909,551.2802208,492183.2393,3267062.432,33.10532065,0,-0.003029234,-0.005552964
149,55,88342,EST,777,2.65,,12,0,22,5,0.008795363,0.008795363,0.008815254,0.008831829,0.008617253,0.008617253,0.008636344,0.008652253,EST55,98144.73544,845.7379749,488736.193,2775590.24,28.28058201,98144.73544,845.7379749,488736.193,2775590.24,28.28058201,98139.77894,847.5689295,488707.1077,2775202.351,28.2780579,98135.64887,849.0944523,488682.8724,2774879.192,28.27595501,0,-0.002524114,-0.004627004
150,60,82220,EST,1162,2.59,,12,0,22,5,0.014132814,0.014132814,0.014153764,0.014171222,0.013667305,0.013667305,0.013686896,0.013703221,EST60,97298.99747,1329.815062,483290.133,2286854.047,23.50336701,97298.99747,1329.815062,483290.133,2286854.047,23.50336701,97292.21001,1331.628369,483251.8257,2286495.244,23.50131879,97286.55442,1333.139122,483219.9068,2286196.32,23.49961239,0,-0.002048216,-0.003754614
151,65,125067,EST,1172,2.52,,12,0,22,5,0.009370977,0.009370977,0.009381336,0.009389969,0.009158142,0.009158142,0.009168036,0.00917628,EST65,95969.18241,878.899374,477666.2416,1803563.914,18.79315702,95969.18241,878.899374,477666.2416,1803563.914,18.79315702,95960.58164,879.7700287,477621.0785,1803243.418,18.79150154,95953.41529,880.4954167,477583.4478,1802976.413,18.79012235,0,-0.001655478,-0.00303467
152,75,50293,EST,2185,2.62,,12,0,22,5,0.04344541,0.04344541,0.043460435,0.043472956,0.039374123,0.039374123,0.039386463,0.039396747,EST75,95090.28303,3744.096466,466540.4656,1325897.672,13.94356637,95090.28303,3744.096466,466540.4656,1325897.672,13.94356637,95080.81161,3744.896915,466491.2034,1325622.339,13.94205957,95072.91988,3745.563763,466450.1576,1325392.965,13.94080425,0,-0.0015068,-0.002762119
153,80,62692.89,EST,6664,13.61,,12,0,22,5,0.106295945,0.106295945,0.10631196,0.106325305,1,1,1,1,EST80,91346.18656,91346.18656,859357.2068,859357.2068,9.407696579,91346.18656,91346.18656,859357.2068,859357.2068,9.407696579,91335.9147,91335.9147,859131.1359,859131.1359,9.406279432,91327.35611,91327.35611,858942.8077,858942.8077,9.405098803,0,-0.001417146,-0.002597775
154,0,57670,FIN,95,0.05,,23,3,44,1,0.001647304,0.001647354,0.001647687,0.001648036,0.00164473,0.00164478,0.001645112,0.00164546,FIN0,100000,164.4729723,99843.75068,8349347.04,83.4934704,100000,164.477953,99843.74594,8349307.869,83.49307869,100000,164.5111577,99843.7144,8349046.774,83.49046774,100000,164.5460226,99843.68128,8348772.702,83.48772702,-0.000391707,-0.003002666,-0.005743387
155,1,242466,FIN,22,1.84,,23,3,44,4.00E+00,9.07E-05,9.08E-05,9.09E-05,9.11E-05,9.07E-05,9.07E-05,9.09E-05,9.11E-05,FIN1,99835.52703,9.056738753,399322.5456,8249503.29,82.63093846,99835.52205,9.059493258,399322.5197,8249464.124,82.63055027,99835.48884,9.077856611,399322.3472,8249203.059,82.62796281,99835.45398,9.097138104,399322.1661,8248929.02,82.62524676,-0.000388183,-0.002975646,-0.005691696
156,5,304173,FIN,16,2.58,,23,3,44,5.00E+00,5.26E-05,5.26E-05,5.29E-05,5.31E-05,5.26E-05,5.26E-05,5.29E-05,5.31E-05,FIN5,99826.47029,5.250368147,499119.6456,7850180.744,78.6382682,99826.46255,5.253791922,499119.5986,7850141.604,78.63788221,99826.41099,5.27661706,499119.2855,7849880.712,78.63530938,99826.35684,5.300583402,499118.9568,7849606.854,78.63260869,-0.000385988,-0.002958821,-0.005659511
157,10,292299,FIN,29,2.44,,23,3,44,5.00E+00,9.92E-05,9.93E-05,9.95E-05,9.98E-05,9.92E-05,9.92E-05,9.95E-05,9.98E-05,FIN10,99821.21992,9.901095523,499080.7528,7351061.098,73.64226869,99821.20876,9.904963156,499080.6871,7351022.005,73.64188529,99821.13437,9.930747332,499080.2491,7350761.426,73.63932972,99821.05626,9.957820638,499079.7893,7350487.897,73.63664715,-0.000383399,-0.002938974,-0.005621543
158,15,306582,FIN,82,3.05,,23,3,44,5,0.000267465,0.00026754,0.000268037,0.000268559,0.000267326,0.0002674,0.000267897,0.000268418,FIN15,99811.31883,26.68213291,499004.564,6851980.346,68.64933182,99811.3038,26.6895632,499004.4743,6851941.318,68.64895114,99811.20362,26.73909838,499003.8769,6851681.177,68.64641372,99811.09844,26.7911101,499003.2495,6851408.108,68.6437502,-0.000380677,-0.002918105,-0.005581622
159,20,342086,FIN,163,2.57,,23,3,44,5,0.000476488,0.000476551,0.000476972,0.000477413,0.000475937,0.000476,0.000476419,0.00047686,FIN20,99784.63669,47.49123022,498807.7798,6352975.782,63.6668729,99784.61424,47.49749377,498807.6523,6352936.844,63.66649701,99784.46452,47.53925067,498806.8022,6352677.3,63.66399149,99784.30733,47.58309519,498805.9097,6352404.859,63.66136148,-0.00037589,-0.002881407,-0.00551142
160,25,339565,FIN,180,2.56,,23,3,44,5,0.00053009,0.000530176,0.00053075,0.000531352,0.000529405,0.000529491,0.000530063,0.000530664,FIN25,99737.14546,52.80136593,498556.892,5854168.002,58.69596503,99737.11674,52.80991322,498556.7275,5854129.192,58.6955928,99736.92527,52.8668949,498555.6311,5853870.498,58.69311173,99736.72423,52.92672525,498554.4799,5853598.949,58.69050737,-0.000372224,-0.0028533,-0.005457652
161,30,355387,FIN,239,2.55,,23,3,44,5,0.000672506,0.000672614,0.000673329,0.000674081,0.0006714,0.000671507,0.00067222,0.000672969,FIN30,99684.3441,66.92807701,498257.7467,5355611.11,53.72569944,99684.30683,66.93871624,498257.5343,5355572.464,53.72533184,99684.05838,67.00964409,498256.1183,5355314.867,53.72288161,99683.7975,67.08411769,498254.6314,5355044.469,53.72030965,-0.000367597,-0.002817826,-0.005389792
162,35,344429,FIN,282,2.69,,23,3,44,5,0.000818746,0.000818953,0.000820333,0.000821782,0.000817201,0.000817407,0.000818782,0.000820225,FIN35,99617.41602,81.40743342,497899.0289,4857353.363,48.76008189,99617.36811,81.42793751,497898.742,4857314.93,48.75971953,99617.04873,81.56463038,497896.8294,4857058.749,48.7573042,99616.71339,81.70815601,497894.8211,4856789.838,48.75476888,-0.000362361,-0.002777692,-0.005313017
163,40,314679,FIN,369,2.7,,23,3,44,5,0.001172624,0.001172987,0.001175411,0.001177957,0.001169469,0.001169831,0.001172242,0.001174774,FIN40,99536.00859,116.4043194,497412.313,4359454.334,43.79776119,99535.94017,116.4402398,497411.8883,4359416.188,43.79740805,99535.4841,116.6797064,497409.0572,4359161.919,43.79505418,99535.00523,116.931141,497406.0845,4358895.016,43.79258339,-0.000353142,-0.002707011,-0.005177808
164,45,359317,FIN,734,2.59,,23,3,44,5,0.002042764,0.002043187,0.002046,0.002048954,0.002032757,0.002033175,0.002035961,0.002038886,FIN45,99419.60427,202.0959042,496610.9702,3862042.021,38.84588004,99419.49993,202.1372407,496610.3489,3862004.299,38.84554139,99418.8044,202.412813,496606.2071,3861752.862,38.84328408,99418.07409,202.7021557,496601.8583,3861488.932,38.84091466,-0.000338656,-0.002595961,-0.004965378
165,50,375585,FIN,1186,2.61,,23,3,44,5,0.003157741,0.003158326,0.003162231,0.003166331,0.003134088,0.003134665,0.003138511,0.003142549,FIN50,99217.50836,310.9563658,495344.3561,3365431.051,33.91972956,99217.36269,311.0131521,495343.492,3365393.95,33.91940543,99216.39158,311.3917189,495337.7317,3365146.655,33.91724494,99215.37193,311.7891985,495331.6835,3364887.074,33.91497717,-0.000324133,-0.00248462,-0.004752392
166,55,370897,FIN,1901,2.64,,23,3,44,5,0.005125412,0.005126105,0.005130723,0.005135572,0.005064156,0.005064833,0.005069341,0.005074074,FIN55,98906.552,500.8782364,493350.6873,2870086.695,29.0181655,98906.34954,500.9440964,493349.5196,2870050.458,29.01785853,98904.99986,501.3831504,493341.7351,2869808.923,29.01581242,98903.58274,501.8441339,493333.5615,2869555.39,29.01366473,-0.000306974,-0.002353081,-0.004500771
167,60,375230,FIN,3022,2.69,,23,3,44,5,0.008053727,0.00805447,0.00805942,0.008064618,0.007906631,0.007907347,0.007912118,0.007917128,FIN60,98405.67376,778.0573719,490231.0563,2376736.008,24.15242858,98405.40545,778.1256781,490229.5569,2376700.939,24.15213807,98403.61671,778.5810373,490219.5614,2376467.188,24.15020167,98401.7386,779.0591352,490209.0664,2376221.829,24.14816915,-0.000290517,-0.002226916,-0.004259431
168,65,615487,FIN,4759,2.65,,23,3,44,5,0.007732089,0.007732581,0.007735862,0.007739308,0.007594101,0.007594575,0.007597741,0.007601064,FIN65,97627.61639,741.3939466,486395.8062,1886504.951,19.3234765,97627.27977,741.4377427,486394.0201,1886471.382,19.32319928,97625.03568,741.7297066,486382.1136,1886247.627,19.32135147,97622.67947,742.036249,486369.6121,1886012.762,19.31941197,-0.000277226,-0.002125029,-0.004064534
169,75,198424,FIN,6307,2.65,,23,3,44,5,0.031785469,0.031787433,0.031800526,0.031814274,0.029576247,0.029577947,0.029589283,0.029601184,FIN75,96886.22244,2865.5308,477697.1148,1400109.145,14.45106549,96885.84202,2865.684293,477694.852,1400077.362,14.45079418,96883.30597,2866.707516,477679.7672,1399865.513,14.44898581,96880.64322,2867.781772,477663.9289,1399643.15,14.44708771,-0.000271309,-0.002079674,-0.003977775
170,80,277477,FIN,28283,13.7,,23,3,44,5,0.101929169,0.101931852,0.101949742,0.101968525,1,1,1,1,FIN80,94020.69164,94020.69164,922412.0304,922412.0304,9.810734363,94020.15773,94020.15773,922382.5097,922382.5097,9.810476093,94016.59845,94016.59845,922185.7462,922185.7462,9.808754639,94012.86145,94012.86145,921979.2211,921979.2211,9.806947762,-0.00025827,-0.001979725,-0.003786602
171,0,748819,FRATNP,2655,0.06,,38728,14235,72947,1,0.003545583,0.003627701,0.003768995,0.003966395,0.003533805,0.003615372,0.003755689,0.003951661,FRATNP0,100000,353.3805475,99667.82229,8448678.658,84.48678658,100000,361.5372451,99660.15499,8420325.163,84.20325163,100000,375.5688705,99646.96526,8374320.474,83.74320474,100000,395.1661388,99628.54383,8315288.768,83.15288768,-0.283534948,-0.743581833,-1.333898899
172,1,3084611,FRATNP,504,1.62,,38728,14235,72947,4,0.000163392,0.000170228,0.000181992,0.000198426,0.000163328,0.00017016,0.000181913,0.000198333,FRATNP1,99646.61945,16.27510694,398547.7431,8349010.835,83.78619246,99638.46275,16.95443214,398513.4995,8320665.008,83.50856464,99624.43113,18.12297933,398454.5918,8274673.509,83.05867763,99604.83386,19.75488768,398372.3188,8215660.224,82.48254533,-0.277627817,-0.727514831,-1.30364713
173,5,3990837,FRATNP,321,2.46,,38728,14235,72947,5.00E+00,8.04E-05,8.33E-05,8.82E-05,9.51E-05,8.04E-05,8.33E-05,8.82E-05,9.51E-05,FRATNP5,99630.34435,8.012055613,498131.3711,7950463.092,79.79961471,99621.50832,8.29605719,498086.4696,7922151.508,79.52250113,99606.30815,8.78458787,498009.2279,7876218.917,79.07349508,99585.07897,9.466840538,497901.3491,7817287.905,78.49858619,-0.277113579,-0.726119633,-1.30102852
174,10,3988294,FRATNP,373,2.86,,38728,14235,72947,5.00E+00,9.35E-05,9.70E-05,0.000103024,0.000111418,9.35E-05,9.70E-05,0.000103001,0.000111392,FRATNP10,99622.33229,9.315184482,498091.727,7452331.721,74.80583469,99613.21227,9.662035783,498045.3846,7424065.039,74.52891911,99597.52356,10.25867361,497965.6642,7378209.689,74.08025245,99575.61213,11.09189168,497854.324,7319386.556,73.50581532,-0.276915589,-0.72558224,-1.300019373
175,15,3845790,FRATNP,1019,2.85,,38728,14235,72947,5,0.000264965,0.000278163,0.00030087,0.000332595,0.000264814,0.000277996,0.000300676,0.000332358,FRATNP15,99613.01711,26.3789422,498008.3708,6954239.994,69.81256262,99603.55023,27.68941787,497958.2189,6926019.654,69.53587134,99587.26489,29.94348878,497871.9459,6880244.025,69.08758899,99564.52024,33.0910322,497751.4555,6821532.232,68.51368555,-0.276691274,-0.72497363,-1.298877065
176,20,3711719,FRATNP,1491,2.54,,38728,14235,72947,5,0.000401701,0.000422181,0.000457419,0.000506651,0.000401304,0.000421743,0.000456905,0.00050602,FRATNP20,99586.63816,39.96452674,497834.8781,6456231.623,64.83029995,99575.86081,41.99540871,497775.9954,6428061.435,64.55441492,99557.3214,45.48827264,497674.7058,6382372.079,64.10751102,99531.42921,50.36493524,497533.2483,6323780.777,63.53551664,-0.275885029,-0.722788929,-1.294783315
177,25,3848349,FRATNP,1853,2.62,,38728,14235,72947,5,0.000481505,0.000502867,0.000539621,0.000590971,0.000480954,0.000502265,0.000538929,0.000590141,FRATNP25,99546.67364,47.87737295,497619.42,5958396.745,59.85530734,99533.8654,49.99242037,497550.3451,5930285.44,59.5805801,99511.83313,53.62983074,497431.5266,5884697.373,59.13565441,99481.06427,58.70786646,497265.5966,5826247.528,58.56639724,-0.274727246,-0.719652934,-1.2889101
178,30,4020036,FRATNP,2467,2.6,,38728,14235,72947,5,0.000613676,0.000642722,0.000692698,0.00076252,0.000612774,0.000641732,0.000691548,0.000761127,FRATNP30,99498.79626,60.97023455,497347.6528,5460777.325,54.88284814,99483.87298,63.84196249,497266.1442,5432735.095,54.6092038,99458.2033,68.78015383,497125.9441,5387265.847,54.16612877,99422.35641,75.6730104,496930.1668,5328981.932,53.59943301,-0.273644335,-0.716719372,-1.283415132
179,35,3923511,FRATNP,3427,2.65,,38728,14235,72947,5,0.000873452,0.000910288,0.000973668,0.001062215,0.000871663,0.000908345,0.000971445,0.00105957,FRATNP35,99437.82603,86.67629239,496985.4409,4963429.673,49.91490533,99420.03102,90.30766013,496887.9321,4935468.951,49.64260119,99389.42314,96.55133822,496720.2201,4890139.903,49.20181391,99346.6834,105.264774,496486.0448,4832051.765,48.6382796,-0.272304137,-0.713091416,-1.276625727
180,40,4412884,FRATNP,6110,2.71,,38728,14235,72947,5,0.001384582,0.00142936,0.001506405,0.001614045,0.001380206,0.001424696,0.001501226,0.001608101,FRATNP40,99351.14974,137.1250377,496441.7323,4466444.232,44.95614035,99329.72336,141.5146978,496324.5481,4438581.019,44.68532548,99292.8718,149.0610738,496123.0092,4393419.682,44.24708041,99241.41862,159.5901984,495841.6316,4335565.72,43.68705909,-0.270814868,-0.709059946,-1.269081258
