Age,Pop,CNTRY,deaths,ax,MID,LOW,HIGH,meanval,upperval,lowerval,countmeanval,countupperval,countlowerval,perdist,width,mx_base,mx_low,mx_mid,mx_high,qx_base,qx_low,qx_mid,qx_high,lx_base,dx_base,Lx_base,Tx_base,ex_base,lx_low,dx_low,Lx_low,Tx_low,ex_low,lx_mid,dx_mid,Lx_mid,Tx_mid,ex_mid,lx_high,dx_high,Lx_high,Tx_high,ex_high,DIF_LOW,DIF_MID,DIF_HIGH
65,356312,DNK,4897,2.66,24,4,56,0.7104769155,0.9585468162999999,0.43344161670000003,13.1431159815,17.908909116500002,8.6952695346,0.054056961568326255,5,0.013743573048339657,0.013744179898084468,0.013747214146808528,0.013752068944767019,0.013315351852938476,0.01331592147468352,0.013318769559898634,0.013323326414742744,97249.69919724284,1294.9139624037168,483218.39731418947,2262518.013321479,23.265038678758447,97249.49075004064,1294.9665822805025,483217.23194766685,2262433.061960562,23.26421500525561,97248.44852378372,1295.2296759459398,483211.4051772051,2262008.518388934,23.26009877510511,97246.78099558655,1295.650605987201,483202.0825599227,2261329.9869701657,23.25352020724258,-8.236735028361863e-4,-0.004939903653337296,-0.011518471515866935
70,255367,DNK,5625,2.64,24,4,56,1.0368284074,1.3670768476,0.7117024371,13.1431159815,17.908909116500002,8.6952695346,0.0788875643233629,5,0.022027121750265305,0.02202835742385388,0.02203453579179675,0.022044421180505345,0.02093864697255083,0.020939763538257425,0.020945346273935475,0.020954278329135774,95954.78523483912,2009.1633733592291,475032.30061306775,1779299.6160072892,18.543104563807244,95954.52416776013,2009.2650464989044,475030.7553290633,1779215.8300128952,18.542281830320366,95953.21884783778,2009.7733948666742,475023.0290273035,1778797.113211729,18.538170314354314,95951.13038959936,2010.586692178863,475010.6673544547,1778127.9044102428,18.531599338020754,-8.227334868777803e-4,-0.004934249452929862,-0.011505225786489603
75,180164,DNK,6656,2.65,24,4,56,1.7837199266000001,2.391949529,1.1925059879,13.1431159815,17.908909116500002,8.6952695346,0.135715147694864,5,0.03694411758175884,0.03694713072861825,0.03696219646291533,0.03698630163779064,0.033992899079495174,0.03399545003735371,0.03400820432806206,0.03402860946492734,93945.62186147987,3193.484042897701,462223.42180658976,1304267.3153942213,13.883215519264178,93945.25912126123,3193.711362703084,462221.0739039539,1304185.074683832,13.882393713986524,93943.4454529711,3194.8478882467934,462209.33472747554,1303774.0841844254,13.878286855436935,93940.5436974205,3196.6660744024634,462190.5532122567,1303117.237055788,13.871723387647055,-8.218052776545193e-4,-0.00492866382724344,-0.011492131617123036
80,234876,DNK,25314,14.16,24,4,56,7.3516227712,10.066485047,4.9947253501999995,13.1431159815,17.908909116500002,8.6952695346,0.5593515861495861,5,0.10777601798395749,0.10778554388845432,0.10783317341093851,0.10790938064691317,1,1,1,1,90752.13781858217,90752.13781858217,842043.8935876316,842043.8935876316,9.278502014695427,90751.54775855814,90751.54775855814,841964.0007798781,841964.0007798781,9.277681996343455,90748.5975647243,90748.5975647243,841564.74945695,841564.74945695,9.273584077778434,90743.87762301804,90743.87762301804,840926.6838435314,840926.6838435314,9.26703493250571,-8.200183519715409e-4,-0.004917936916992716,-0.011467082189716038
0,424881,ESP,1202,0.14,41326,33495,53802,0.056290431200000005,0.0856234697,0.040499784,6.628062073500001,11.756476575799999,4.7438459898,0.008492743516247033,1,0.00282902742179575,0.0034985429898646784,0.0036550731111827193,0.0039044499204744926,0.002822161206356052,0.003488048335001053,0.0036436198916823446,0.003891383328732065,1e5,282.2161206356052,99757.29413625337,8935061.340213737,89.35061340213737,1e5,348.8048335001053,99700.0278431899,8850710.726458305,88.50710726458306,1e5,364.36198916823446,99686.64868931532,8832060.212681258,88.32060212681259,1e5,389.1383328732065,99665.34103372904,8803113.574764159,88.031135747641585,-0.8435061375543143,-1.0300112753247816,-1.3194776544957847
1,1895732,ESP,252,1.62,41326,33495,53802,0.022226552,0.0336806284,0.0144317586,6.628062073500001,11.756476575799999,4.7438459898,0.003353401303959589,4,1.329301821143495e-4,1.9218021148354643e-4,2.0603263662133362e-4,2.2810170264342945e-4,1.3288813978414832e-4,1.9209235057397918e-4,2.0593165645303374e-4,2.279779375128353e-4,99717.78387936439,13.251310803126467,398839.59739774617,8835304.046077484,88.60309267167602,99651.19516649989,19.142232317039316,398559.222153085,8751010.698615115,87.81641488587961,99635.63801083177,20.51813197732544,398493.7188892211,8732373.563991943,87.64307368657201,99610.8616671268,22.709078796747914,398389.3990609709,8703448.23373043,87.37448997093365,-0.7866777857964138,-0.9600189851040142,-1.2286027007423712
5,2478498,ESP,185,2.22,41326,33495,53802,0.0165328441,0.0235232719,0.0122464521,6.628062073500001,11.756476575799999,4.7438459898,0.002494370740144517,5,7.464198074801755e-5,1.0835148866012423e-4,1.1623263977102759e-4,1.2878853828458015e-4,7.462649539899419e-5,1.083188611627219e-4,1.1619509402925683e-4,1.2874244435217937e-4,99704.53256856126,7.440599840986604,498501.97797524836,8436464.448679738,84.61465322931483,99632.05293418285,10.792030509134712,498130.26282609894,8352451.47646203,83.8329757390393,99615.11987885444,11.574788221059183,498043.4214830177,8333879.845102722,83.66079220943422,99588.15258833005,12.821222192739429,497905.11994395446,8305058.834669458,83.39404456070473,-0.781677490275527,-0.9538610198806055,-1.2206086686100974
10,2267841,ESP,204,2.9,41326,33495,53802,0.0211470438,0.0288590486,0.0160940276,6.628062073500001,11.756476575799999,4.7438459898,0.003190531948176692,5,8.995339620370211e-5,1.3707612994216892e-4,1.4809324079172658e-4,1.656452105221673e-4,8.993640702466823e-5,1.370366825801417e-4,1.4804719873388024e-4,1.6558761005366017e-4,99697.09196872027,8.966398242474607,498466.63040729216,7937962.470704489,79.6208025124244,99621.26090367373,13.651767108690217,498077.6358074404,7854321.213635931,78.84181692129424,99603.54509063339,14.746025834632002,497986.75879891415,7835836.423619704,78.67025632962715,99575.33136613731,16.48844114121994,497842.03110429,7807153.714725504,78.40449645122136,-0.7789855911301657,-0.9505461827972539,-1.216306061203042
15,2140571,ESP,343,2.84,41326,33495,53802,0.0669820059,0.0991853922,0.0462582522,6.628062073500001,11.756476575799999,4.7438459898,0.010105820548634304,5,1.6023761884095413e-4,3.183704064366498e-4,3.553412337142105e-4,4.142415071294635e-4,1.601821776657775e-4,3.181516199058879e-4,3.55068705322317e-4,4.138711910574308e-4,99688.1255704778,15.96826104129861,498406.13640853984,7439495.840297197,74.62770312636283,99607.60913656504,31.690322201750682,497969.59458686935,7356243.57782849,73.85222516226504,99588.79906479875,35.36086594854246,497867.6158535449,7337849.66482079,73.68147556480045,99558.84292499608,41.204536901667794,497705.2128252728,7309311.683621214,73.41700113095706,-0.7754779640977887,-0.946227561562381,-1.2107019954057705
20,2374617,ESP,628,2.48,41326,33495,53802,0.08055339610000001,0.1195150606,0.0551751987,6.628062073500001,11.756476575799999,4.7438459898,0.012153385892697766,5,2.644637008831319e-4,4.358924662275692e-4,4.7597184110179786e-4,5.398245139316888e-4,2.642875668237225e-4,4.354141859439484e-4,4.754016210839755e-4,5.390911570846568e-4,99672.1573094365,26.34211193538228,498294.4044251053,6941089.7038886575,69.63920407922691,99575.91881436328,43.356767630176684,497770.33501738834,6858273.983241621,68.87482500691074,99553.43819885021,47.327865904216765,497647.92477217247,6839982.048967245,68.70663809023767,99517.63838809442,53.64907882897028,497452.9962618231,6811606.470795941,68.44622301257134,-0.7643790723161743,-0.9325659889892393,-1.1929810666555767
25,2749308,ESP,733,2.57,41326,33495,53802,0.0821795811,0.124732742,0.0554018633,6.628062073500001,11.756476575799999,4.7438459898,0.012398734379475179,5,2.6661254395651563e-4,4.1766713952766333e-4,4.5298311319291664e-4,5.09246947626284e-4,2.6643992592621107e-4,4.1724366593436183e-4,4.5248504075260363e-4,5.086175486263065e-4,99645.81519750111,26.549623620079114,498164.56040210876,6442795.299463552,64.6569581140335,99532.5620467331,41.52933106821825,497561.8939591698,6360503.648224233,63.903746848572155,99506.110332946,45.025026389136144,497421.1408506044,6342334.124195073,63.73813731612777,99463.98930926545,50.58913041907176,497197.01495940896,6314153.474534118,63.481804001460155,-0.7532112654613456,-0.918820797905731,-1.1751541125733453
30,3456207,ESP,1315,2.61,41326,33495,53802,0.1147800544,0.1638785899,0.0783010153,6.628062073500001,11.756476575799999,4.7438459898,0.01731728718397314,5,3.8047489632420746e-4,5.483012256578325e-4,5.87538365081974e-4,6.500492259497543e-4,3.801292315086316e-4,5.475836501779952e-4,5.867144908002337e-4,6.490408646069168e-4,99619.26557388103,37.86819486605368,498005.8228836753,5944630.739061443,59.67350496729674,99491.0327156649,54.47966285442213,497324.9571841024,5862941.7542650625,58.929348648141435,99461.08530655687,58.355260020075114,497165.9574613363,5844912.983344468,58.76582751263371,99413.4001788464,64.52335920559189,496912.7900657306,5816956.459574709,58.51280057929721,-0.7441563191553087,-0.9076774546630304,-1.1607043879995302
35,4032769,ESP,2070,2.7,41326,33495,53802,0.1504796172,0.2096485891,0.1032870493,6.628062073500001,11.756476575799999,4.7438459898,0.022703410971608183,5,5.132949593691084e-4,7.018628516768543e-4,7.459492874034391e-4,8.161858309004219e-4,5.126896889930229e-4,7.007316713598762e-4,7.446716666155978e-4,8.146565353217078e-4,99581.39737901498,51.054355651737815,497789.5618770759,5446624.916177768,54.69520472229835,99436.55305281047,69.67834201496089,497022.50507741794,5365616.79708096,53.9602050991379,99402.73004653677,74.0223966498949,496843.3987203891,5347747.025883132,53.7987942924657,99348.87681964079,80.9352117779917,496558.2331111146,5320043.669508979,53.54910734589434,-0.7349996231604479,-0.896410429832649,-1.1460973764040077
40,3858821,ESP,3785,2.74,41326,33495,53802,0.1824737705,0.2603609983,0.1299349992,6.628062073500001,11.756476575799999,4.7438459898,0.02753048605708716,5,9.808695453870496e-4,0.0012198372587072929,0.0012757069754713122,0.0013647161168769953,9.786999973185949e-4,0.0012164836174941213,0.001272039561056392,0.0013605199218468262,99530.34302336324,97.41034645008443,497431.56773383904,4948835.354300693,49.721875801623916,99366.8747107955,120.87817520727363,496561.1888780091,4868594.292003542,48.9961499360169,99328.70764988688,126.3500456792608,496357.98714619933,4850903.627162743,48.83687447400578,99267.9416078628,135.0560121582248,496034.4814518364,4823485.436397864,48.590565677809984,-0.7257258656070178,-0.8850013276181343,-1.1313101238139325
45,3689865,ESP,6639,2.72,41326,33495,53802,0.2473247014,0.3541678439,0.17792203040000001,6.628062073500001,11.756476575799999,4.7438459898,0.03731478351550776,5,0.0017992528181925355,0.0021379802984260758,0.0022171734585308333,0.002343340469827852,0.0017919019054111586,0.002127609065741175,0.002206021675954609,0.002330886969003515,99432.93267691317,178.17406152438016,496758.42652429023,4451403.7865668535,44.76790200919421,99245.99653558823,211.15668196763477,495748.545443055,4372033.103125533,44.052488319342764,99202.35760420763,218.84255118068256,495512.8270043462,4354545.640016544,43.895586205623076,99132.88559570457,231.06755123474403,495137.59396170767,4327450.954946027,43.65303127152727,-0.7154136898514452,-0.8723158035711336,-1.1148707376669407
50,3333373,ESP,9928,2.68,41326,33495,53802,0.3025261458,0.4226863279,0.2144599377,6.628062073500001,11.756476575799999,4.7438459898,0.04564322760487496,5,0.0029783645574617663,0.0034370050722272263,0.003544233430821892,0.003715064870207289,0.002957925864247959,0.003409815707223107,0.0035153282172341203,0.0036833185301245346,99254.75861538878,293.5882176581464,495592.66841197707,3954645.360042563,39.84338297941739,99034.83985362061,337.6905524952005,494390.7571863141,3876284.5576824783,39.1406151957418,98983.51505302693,347.95954350692386,494110.3091241986,3859032.8130121976,38.98662126663068,98901.81804446982,364.28689906620076,493663.94461651554,3832313.36098432,38.748664450851386,-0.7027677836755899,-0.8567617127867138,-1.0947185285660055
55,2877802,ESP,13455,2.65,41326,33495,53802,0.3357314177,0.4726272985,0.2445788869,6.628062073500001,11.756476575799999,4.7438459898,0.05065302858920184,5,0.004675443272330758,0.005264998492806425,0.005402834197584599,0.005622427896066594,0.004624631101460471,0.005200652142431372,0.005335096291954688,0.005549109150760838,98961.17039773065,457.65890645827443,493730.35355847626,3459052.691630586,34.95363563030281,98697.14930112539,513.2895409647668,492279.5160843597,3381893.8004961642,34.265364546426696,98635.55550952003,526.2301864537311,491941.1366094338,3364922.503887999,34.11470119984498,98537.53114540363,546.7955157723403,491402.68626495317,3338649.416367804,33.88200797766322,-0.688271083876117,-0.838934430457833,-1.0716276526395916
60,2491892,ESP,17117,2.62,41326,33495,53802,0.2943241453,0.4758526756,0.213504693,6.628062073500001,11.756476575799999,4.7438459898,0.044405761749992154,5,0.006869077793098578,0.007465962003897435,0.00760551119794926,0.00782783475113411,0.006758585695917122,0.007335615528094506,0.007470290596445247,0.007684667499747183,98503.51149127237,665.7444237625213,490933.085727807,2965322.3380721095,30.103722122990952,98183.85976016063,720.2390462648876,489205.12987069273,2889614.2844118048,29.43064462397824,98109.32532306628,732.9051703844896,488802.3123098163,2872981.3672785647,29.283468801951937,97990.7356296313,753.0262213693459,488161.4757412975,2847246.730102851,29.056284880484924,-0.6730774990127131,-0.820253321039015,-1.047437242506028
65,2327433,ESP,23568,2.64,41326,33495,53802,0.3772857962,0.6492108924,0.2753926788,6.628062073500001,11.756476575799999,4.7438459898,0.056922489864487835,5,0.010126177638625902,0.010945371487819851,0.011136895805868451,0.011442023808929913,0.009889832602497867,0.010669760096282102,0.010851680288710688,0.011141176652820205,97837.76706750983,967.5991384998509,486905.30137068953,2474389.252344303,25.290737171433292,97463.62071389575,1039.9134511322986,484863.9078248065,2400409.154541112,24.62877058084583,97376.42015268179,1056.697779156067,484388.29400460067,2384179.0549687487,24.484151822694493,97237.70940826196,1083.3424978330438,483631.85874642374,2359085.2543615536,24.261012201107135,-0.6619665905874612,-0.8065853487387997,-1.029724970326157
70,1809958,ESP,29642,2.66,41326,33495,53802,0.6239682626,1.0882306835,0.4622711778,6.628062073500001,11.756476575799999,4.7438459898,0.0941403770333896,5,0.016377175602969793,0.018119333116422248,0.018526642729434526,0.019175550242132928,0.015772723955280257,0.01738233531832298,0.01775684200664196,0.018352078046694212,96870.16792900999,1527.906418245917,480775.5386263545,1987483.9509736132,20.51698674074886,96423.70726276346,1676.0692122771695,478196.5343570887,1915545.2467163054,19.865915770032245,96319.72237352574,1710.3340923103133,477596.4300916225,1899790.760964148,19.723798139666574,96154.3669104289,1764.6324460706626,476642.59462833917,1875453.3956151297,19.504609679996946,-0.6510709707166136,-0.7931886010822851,-1.0123770607519127
75,1652238,ESP,44897,2.67,41326,33495,53802,0.8928023182,1.6133162899,0.6427790685,6.628062073500001,11.756476575799999,4.7438459898,0.13470035559406712,5,0.027173445956333166,0.029904159334565167,0.030542589442489772,0.031559707821555975,0.025555426391153782,0.0279562596616299,0.028513451523223,0.02939795508722365,95342.26151076407,2436.5121460044656,471034.2342536299,1506708.4123472585,15.803153695668863,94747.63805048628,2648.78957166552,467566.51055045077,1437348.7123592168,15.170285422770387,94609.38828121542,2697.6402063982177,466761.4397251692,1422194.3308725255,15.032274880006813,94389.73446435825,2774.86517447817,465483.2364652571,1398810.8009867906,14.819522577584793,-0.6328682728984756,-0.7708788156620496,-0.9836311180840696
80,2650571,ESP,237771,14.29,41326,33495,53802,2.7604539900000002,5.5313767734,1.9613071164,6.628062073500001,11.756476575799999,4.7438459898,0.4164798035064751,5,0.08970557664744691,0.09496859017111761,0.09619906214914016,0.0981593952353117,1,1,1,1,92905.7493647596,92905.7493647596,1035674.1780936287,1035674.1780936287,11.147578973045492,92098.84847882077,92098.84847882077,969782.201808766,969782.201808766,10.529797253999098,91911.7480748172,91911.7480748172,955432.8911473562,955432.8911473562,10.39511173663701,91614.86928988008,91614.86928988008,933327.5645215334,933327.5645215334,10.187511828111402,-0.6177817190463948,-0.7524672364084832,-0.9600671449340901
0,13581,EST,36,0.14,12,0,22,0.2412763731,0.3917772666,0.1473092647,122.6337003124,185.2105436069,85.3961093347,0.0019674557033292385,1,0.0026507620941020544,0.0026507620941020544,0.0026525005131021245,0.0026539491956021825,0.0026447330142022165,0.0026447330142022165,0.002646463531649104,0.002647905625577854,1e5,264.4733014202217,99772.55296077862,8647868.833014624,86.47868833014624,1e5,264.4733014202217,99772.55296077862,8647868.833014624,86.47868833014624,1e5,264.6463531649104,99772.40413627819,8647351.069190996,86.47351069190995,1e5,264.7905625577854,99772.2801162003,8646919.6976505965,86.46919697650597,0,-0.0051776382362902496,-0.009491353640271427
1,60092,EST,16,2.05,12,0,22,0.1823525999,0.2974207838,0.10150745829999999,122.6337003124,185.2105436069,85.3961093347,0.0014869697272076978,4,2.662584037808693e-4,2.662584037808693e-4,2.6655534242039697e-4,2.6680279128666993e-4,2.661202331213242e-4,2.661202331213242e-4,2.664168634857646e-4,2.666640551938599e-4,99735.52669857978,26.54164161550411,398890.35059316887,8548096.280053847,85.70763661666781,99735.52669857978,26.54164161550411,398890.35059316887,8548096.280053847,85.70763661666781,99735.3536468351,26.57118009723332,398889.6007861508,8547578.665054718,85.70259544395729,99735.20943744222,26.595795394197268,398888.97594875016,8547147.417534396,85.69839543872916,0,-0.005041172710519959,-0.009241177938648093
5,73072,EST,11,2.12,12,0,22,0.125592428,0.1803596924,0.08248540609999999,122.6337003124,185.2105436069,85.3961093347,0.001024126546618612,5,1.5053645719290563e-4,1.5053645719290563e-4,1.5070464088240946e-4,1.5084479395699595e-4,1.504712211478273e-4,1.504712211478273e-4,1.506392590203611e-4,1.507792904565105e-4,99708.98505696427,15.003332740931878,498501.7156865275,8149205.929460677,81.72990553263573,99708.98505696427,15.003332740931878,498501.7156865275,8149205.929460677,81.72990553263573,99708.78246673787,15.020057108611764,498500.65456921654,8148689.064268568,81.7248878451295,99708.61364204803,15.033994017350345,498499.7703074702,8148258.441585645,81.72070740886774,0,-0.005017687506224888,-0.009198123767987454
10,61283,EST,10,3.43,12,0,22,0.101269888,0.1461598834,0.0706600355,122.6337003124,185.2105436069,85.3961093347,8.257916685382785e-4,5,1.631773901408221e-4,1.631773901408221e-4,1.633390907759486e-4,1.6347384130522072e-4,1.6313559667660162e-4,1.6313559667660162e-4,1.6329721445084921e-4,1.6343189586672037e-4,99693.98172422334,16.26363719364739,498444.3747107227,7650704.213774149,76.74188633510266,99693.98172422334,16.26363719364739,498444.3747107227,7650704.213774149,76.74188633510266,99693.76240962926,16.27971369961724,498443.2528976379,7650188.409699351,76.73688127313,99693.57964803067,16.29311072761754,498442.318056311,7649758.671278175,76.73271135699747,0,-0.0050050619726675905,-0.009174978105193077
15,61311,EST,29,3,12,0,22,0.499224402,0.8041017919,0.3305098722,122.6337003124,185.2105436069,85.3961093347,0.004070858179507459,5,4.729983200404495e-4,4.729983200404495e-4,0.00047379508241839297,4.744590510666791e-4,4.725512881096319e-4,4.725512881096319e-4,4.733465438888444e-4,4.7400925510393224e-4,99677.7180870297,47.10283407785464,498294.38476699276,7152259.8390634265,71.75384806480733,99677.7180870297,47.10283407785464,498294.38476699276,7152259.8390634265,71.75384806480733,99677.48269592963,47.18199193765839,498293.0494957728,7151745.156801713,71.74885403776109,99677.28653730305,47.24795634232823,498291.9367738306,7151316.3532218635,71.74469331632105,0,-0.004994027046237193,-0.009154748486281505
20,85651,EST,71,2.51,12,0,22,0.8051317673,1.4225159336,0.5227690144,122.6337003124,185.2105436069,85.3961093347,0.006565338607976342,5,8.289453713325005e-4,8.289453713325005e-4,8.298651978762152e-4,8.306317199959775e-4,8.272378911306002e-4,8.272378911306002e-4,8.28153930124729e-4,8.289172927544062e-4,99630.61525295184,82.41822005389609,497947.85489682504,6653965.454296434,66.78635314459018,99630.61525295184,82.41822005389609,497947.85489682504,6653965.454296434,66.78635314459018,99630.30070399198,82.50922508751951,497946.05554949195,6653452.10730594,66.78141148116951,99630.03858096074,82.58506185754702,497944.5561007784,6653024.416448033,66.7772943904031,0,-0.004941663420666487,-0.009058754187080353
25,97499,EST,98,2.74,12,0,22,1.2328922093999999,2.3880919435,0.7770144475,122.6337003124,185.2105436069,85.3961093347,0.010053453547102477,5,0.0010051385142411716,0.0010051385142411716,0.001006375875060926,0.001007407009077388,0.00100286040346916,0.00100286040346916,0.0010040921583395767,0.0010051186154810792,99548.19703289795,99.83294504103947,497515.362708697,6156017.599399609,61.83956900158838,99548.19703289795,99.83294504103947,497515.362708697,6156017.599399609,61.83956900158838,99547.79147890446,99.9551568039913,497513.0587401453,6155506.051756448,61.83468221955365,99547.45351910319,100.05699865578809,497511.1387785539,6155079.860347255,61.83061085702301,0,-0.004886782034731141,-0.008958144565369253
30,91694,EST,145,2.52,12,0,22,2.0372459949,4.1399254406,1.2617931406,122.6337003124,185.2105436069,85.3961093347,0.01661244820722421,5,0.0015813466529980152,0.0015813466529980152,0.0015835207252217886,0.001585332452074933,0.0015751692492200196,0.0015751692492200196,0.0015773263573580472,0.001579123929773871,99448.3640878569,156.6480049964287,496853.3333868934,5658502.236690912,56.89889711701996,99448.3640878569,156.6480049964287,496853.3333868934,5658502.236690912,56.89889711701996,99447.83632210045,156.861693413078,496850.1646108379,5657992.993016303,56.89407836577453,99447.39652044741,157.0397635991493,496847.5239885112,5657568.721568701,56.89006368714184,0,-0.004818751245430519,-0.008833429878123411
35,90268,EST,154,2.64,12,0,22,4.4751254974,7.9609233949,3.0059140409,122.6337003124,185.2105436069,85.3961093347,0.03649180841807724,5,0.0017060309301192005,0.0017060309301192005,0.001710882058991192,0.0017149246663845184,0.0016991895968992657,0.0016991895968992657,0.0017040018420064471,0.0017080119624306672,99291.71608286048,168.71545102627204,496060.4119498804,5161648.903304018,51.98468821907098,99291.71608286048,168.71545102627204,496060.4119498804,5161648.903304018,51.98468821907098,99290.97462868739,169.19200366189872,496055.58001479483,5161142.828405465,51.9799795269035,99290.35675684825,169.58911709470544,496051.5534678978,5160721.197580189,51.976056549159736,0,-0.004708692167483264,-0.008631669911245865
40,91851,EST,188,2.59,12,0,22,7.8372843928,13.186568395,5.4202732646000005,122.6337003124,185.2105436069,85.3961093347,0.0639080805099668,5,0.002046793175904454,0.002046793175904454,0.002055142534824004,0.002062100333923629,0.0020367463713413317,0.0020367463713413317,0.002045013799252025,0.002051903069611519,99123.0006318342,201.88841185335284,495128.45208660443,4665588.491354138,47.06867691266949,99123.0006318342,201.88841185335284,495128.45208660443,4665588.491354138,47.06867691266949,99121.78262502547,202.7054132746367,495120.3930791355,4665087.24839067,47.064198452105586,99120.76763975355,203.38620738226044,495113.6774389765,4664669.644112292,47.06046729849448,0,-0.004478460563902331,-0.00820961417500854
45,84690,EST,326,2.66,12,0,22,11.4605975966,18.432731886,7.9331004239,122.6337003124,185.2105436069,85.3961093347,0.09345390025258148,5,0.0038493328610225527,0.0038493328610225527,0.0038625746463930924,0.0038736094675352085,0.0038149697540772196,0.0038149697540772196,0.0038279757756960794,0.0038388135168787923,98921.11221998085,377.3810511589054,493722.4894401924,4170460.0392675335,42.15945358553249,98921.11221998085,377.3810511589054,493722.4894401924,4170460.0392675335,42.15945358553249,98919.07721175085,378.6598313207923,493709.32205346355,4169966.855311535,42.15533517751189,98917.38143237129,379.7253808968422,493698.34977055783,4169555.9666733155,42.15190400611236,0,-0.00411840802060226,-0.007549579420128794
50,91948,EST,518,2.64,12,0,22,16.592290339999998,24.988949446,11.6733697369,122.6337003124,185.2105436069,85.3961093347,0.13529959788975138,5,0.005633619002044634,0.005633619002044634,0.00565127675615214,0.00566599155124173,0.005559700883799246,0.005559700883799246,0.005576897599561157,0.0055912271156299004,98543.73116882195,547.8736692721748,491425.6739846274,3676737.5498273415,37.31071988261205,98543.73116882195,547.8736692721748,491425.6739846274,3676737.5498273415,37.31071988261205,98540.41738043005,549.5498171486748,491405.14933367935,3676257.533258071,37.307103328630404,98537.65605147445,550.9464144256167,491388.0467193278,3675857.616902758,37.304090275727184,0,-0.003616553981643733,-0.0066296068848643586
55,88964,EST,807,2.71,12,0,22,17.956956873,26.117954985,12.881727233,122.6337003124,185.2105436069,85.3961093347,0.14642758741892337,5,0.00907108493323142,0.00907108493323142,0.009090835967908672,0.009107295163473049,0.008886487836468362,0.008886487836468362,0.008905442341307204,0.00892123647898571,97995.85749954978,870.8389956940359,487985.0661976095,3185311.8758427138,32.5045563875733,97995.85749954978,870.8389956940359,487985.0661976095,3185311.8758427138,32.5045563875733,97990.86756328137,872.6520210594726,487955.96468818065,3184852.3839243916,32.50152246960821,97986.70963704884,874.1626084698207,487931.7158118483,3184469.57018343,32.49899483286027,0,-0.003033917965090893,-0.00556155471303299
60,82132,EST,1127,2.65,12,0,22,17.60274914,25.828218786,12.115486169,122.6337003124,185.2105436069,85.3961093347,0.1435392481443383,5,0.013721813665806264,0.013721813665806264,0.013742785649658256,0.013760262302868254,0.013293158977099085,0.013293158977099085,0.013312840202814005,0.013329239788759044,97125.01850385572,1291.0983116254445,482591.0114869588,2697326.809645104,27.771699312860612,97125.01850385572,1291.0983116254445,482591.0114869588,2697326.809645104,27.771699312860612,97118.2155422219,1292.9192842960474,482552.71739301377,2696896.419236211,27.769213058324187,97112.54702857902,1294.4364258410694,482520.8095421686,2696537.8543715817,27.76714170186499,0,-0.0024862545364250366,-0.004557610995622241
65,64621,EST,1281,2.62,12,0,22,13.240474363,19.016422013,9.202927903399999,122.6337003124,185.2105436069,85.3961093347,0.10796766573356999,5,0.019823277262809302,0.019823277262809302,0.01984332665834331,0.019860034487954977,0.018930163508733142,0.018930163508733142,0.018948446165834017,0.018963680440734692,95833.92019223029,1814.1517789218021,474851.9197273175,2214735.7981581455,23.110145068840716,95833.92019223029,1814.1517789218021,474851.9197273175,2214735.7981581455,23.110145068840716,95825.29625792586,1815.7404674684042,474805.0189770545,2214343.7018431975,23.10813311636431,95818.11060273794,1817.064029905295,474765.94062251516,2214017.0448294133,23.106456920328267,0,-0.0020119524764048435,-0.003688148512448919
70,60720,EST,1650,2.63,12,0,22,10.260371855,14.256019202,7.2833249581,122.6337003124,185.2105436069,85.3961093347,0.08366682101952796,5,0.02717391304347826,0.02717391304347826,0.027190447988343778,0.027204227109065046,0.025529742149604292,0.025529742149604292,0.02554433618033352,0.025556497051781174,94019.76841330848,2400.300444557276,464410.1300129417,1739883.878430828,18.505511211028974,94019.76841330848,2400.300444557276,464410.1300129417,1739883.878430828,18.505511211028974,94009.55579045745,2401.411697275265,464356.4332297449,1739538.6828661428,18.50384961655905,94001.04657283265,2402.3374696029427,464311.6930612043,1739251.1042068978,18.502465319461248,0,-0.0016615944699225338,-0.0030458915677264997
75,52273,EST,2165,2.57,12,0,22,7.7225577116,11.2389977582,5.4498300962,122.6337003124,185.2105436069,85.3961093347,0.06297255723285992,5,0.04141717521473801,0.04141717521473801,0.041431631448105036,0.04144367830924422,0.03762995587822495,0.03762995587822495,0.037641888826473395,0.037651832368182314,91619.46796875123,3447.636537250553,449719.5830582373,1275473.7484178862,13.921427145297478,91619.46796875123,3447.636537250553,449719.5830582373,1275473.7484178862,13.921427145297478,91608.1440931822,3448.30357555512,449661.34277731203,1275182.249636398,13.919965984021081,91598.70910322972,3448.8592402967006,449612.8175622276,1274939.4111456936,13.918748677002261,0,-0.0014611612763975046,-0.002678468295217229
80,64170.92,EST,6852,13.79,12,0,22,10.2603068804,14.413405005,7.1361068694,122.6337003124,185.2105436069,85.3961093347,0.08366629119289927,5,0.10677733777231183,0.10677733777231183,0.10679298341825728,0.10680602145654518,1,1,1,1,88171.83143150067,88171.83143150067,825754.165359649,825754.165359649,9.365283129013426,88171.83143150067,88171.83143150067,825754.165359649,825754.165359649,9.365283129013426,88159.84051762708,88159.84051762708,825520.9068590859,825520.9068590859,9.363911073478263,88149.84986293301,88149.84986293301,825326.593583466,825326.593583466,9.362768000930147,0,-0.0013720555351621755,-0.0025151280832780287
