"Age"	"Pop"	"CNTRY"	"deaths"	"ax"	"MID"	"LOW"	"HIGH"	"meanval"	"upperval"	"lowerval"	"countmeanval"	"countupperval"	"countlowerval"	"perdist"	"width"	"mx_base"	"mx_low"	"mx_mid"	"mx_high"	"qx_base"	"qx_low"	"qx_mid"	"qx_high"
"89"	10	3708834	"DEUTNP"	322.1	2.65	7319	620	12132	0.0131300619	0.0200422615	0.0104719981	5.8786199345	9.0042982106	4.2761859806	0.00223352794470404	5	8.68467016857589e-05	8.72200770715854e-05	9.12543378936045e-05	9.41528148806739e-05	8.68289807808688e-05	8.72022034817505e-05	9.12347728069589e-05	9.41319873204691e-05
"90"	15	4066788	"DEUTNP"	986.33	2.81	7319	620	12132	0.03498217	0.06338927	0.0238570592	5.8786199345	9.0042982106	4.2761859806	0.00595074530923479	5	0.000242532927706091	0.000243440145414938	0.000253242486433591	0.000260285129712106	0.000242404175428454	0.000243310428372858	0.000253102115735639	0.000260136845354052
"91"	20	4586328	"DEUTNP"	1535.54	2.48	7319	620	12132	0.0476986546	0.0811761555	0.032879164	5.8786199345	9.0042982106	4.2761859806	0.0081139204662764	5	0.000334808151532119	0.000335905027003976	0.000347756589561993	0.00035627152770078	0.000334525906491131	0.000335620930374621	0.000347452101092559	0.000355951952525077
"92"	25	5166826	"DEUTNP"	2063.64	2.65	7319	620	12132	0.0523471555	0.0855949298	0.0362852844	5.8786199345	9.0042982106	4.2761859806	0.00890466743610843	5	0.000399401876509873	0.000400470403650208	0.000412015667058437	0.000420310539843004	0.00039902735166824	0.000400093873126266	0.000411617124204034	0.000419895796265309
"93"	30	5074081	"DEUTNP"	2782.85	2.61	7319	620	12132	0.0719725235	0.1065012736	0.0497147191	5.8786199345	9.0042982106	4.2761859806	0.0122430986016995	5	0.000548444141904711	0.000549940121399925	0.000566103938558694	0.00057771708260783	0.000547726192544923	0.000549218252605419	0.000565339041386194	0.000576920503184139
"94"	35	4758616	"DEUTNP"	3611.16	2.62	7319	620	12132	0.0943826701	0.1353788934	0.067518787	5.8786199345	9.0042982106	4.2761859806	0.0160552427528261	5	0.000758867704391361	0.000760959541704301	0.0007835615064775	0.000799800237101982	0.000757499580508145	0.0007595838717284	0.000782102981097088	0.00079828069019898
"95"	40	5184279	"DEUTNP"	6079.95	2.68	7319	620	12132	0.137122364	0.2003534701	0.0984859872	5.8786199345	9.0042982106	4.2761859806	0.0233256045683897	5	0.00117276674345652	0.0011755563068331	0.00120569708918753	0.00122735219972222	0.00116958451586514	0.00117235894326995	0.00120233390006572	0.00122386729011342
"96"	45	6722424	"DEUTNP"	13398.42	2.72	7319	620	12132	0.2325337778	0.3131469225	0.16754203	5.8786199345	9.0042982106	4.2761859806	0.0395558448055679	5	0.00199309356267918	0.00199674174431417	0.0020361597584639	0.00206448023944654	0.0019840774123054	0.00198769263212834	0.00202675068141819	0.00205480822641377
"97"	50	6856652	"DEUTNP"	24204.88	2.72	7319	620	12132	0.2703220185	0.3697745955	0.1920226497	5.8786199345	9.0042982106	4.2761859806	0.0459839250558715	5	0.0035301310318797	0.00353428904274778	0.00357921567953047	0.00361149391551122	0.00350194493207295	0.0035060367708068	0.00355024352054374	0.00358199899741846
"98"	55	5853132	"DEUTNP"	34935.29	2.68	7319	620	12132	0.3013541709	0.4145400681	0.2210419256	5.8786199345	9.0042982106	4.2761859806	0.0512627409592233	5	0.00596864892163717	0.0059740789887183	0.00603274998771266	0.00607490307297312	0.0058871282931401	0.00589241097832339	0.00594948116843842	0.0059904746700556
"99"	60	5152977	"DEUTNP"	47743.33	2.65	7319	620	12132	0.3199729396	0.4356672663	0.2333129192	5.8786199345	9.0042982106	4.2761859806	0.0544299415790034	5	0.0092651936928886	0.00927174263804767	0.00934250293421002	0.00939334176171104	0.0090677595046857	0.00907403222311187	0.00914179588523782	0.00919046812284525
"100"	65	8435108	"DEUTNP"	56655.07	2.62	7319	620	12132	0.3805893723	0.5279974039	0.2844625649	5.8786199345	9.0042982106	4.2761859806	0.064741278827438	5	0.00671657908825827	0.00672133772239466	0.00677275399671682	0.0068096948130047	0.00661090080950489	0.00661551082611961	0.00666531475825614	0.00670108975773269
"101"	75	4109305	"DEUTNP"	139964.94	2.66	7319	620	12132	0.8037041335	1.2630640959	0.5971303428	5.8786199345	9.0042982106	4.2761859806	0.1367164644857	5	0.0340604895475026	0.0340811169304739	0.0343039924764822	0.0344641208542906	0.0315462080129108	0.0315639016563453	0.0317549777821839	0.0318921455216022
"102"	80	4544268.36	"DEUTNP"	499978.39	13.56	7319	620	12132	2.4885462881	4.0519518007	1.7902495893	5.8786199345	9.0042982106	4.2761859806	0.423321513523167	5	0.110023957740031	0.110081713866561	0.110705759498208	0.111154114719154	1	1	1	1
"103"	0	56161	"DNK"	229	0.14	24	4	56	0.0621913433	0.0903157574	0.0384405771	13.1431159815	17.9089091165	8.6952695346	0.00473185684334973	1	0.00407756272146151	0.00407789974230112	0.00407958484649918	0.00408228101321607	0.00406331388265788	0.00406364855211135	0.00406532189647886	0.00406799923741421
"104"	1	247621	"DNK"	31	1.52	24	4	56	0.0108396786	0.0166495773	0.007531689	13.1431159815	17.9089091165	8.6952695346	0.000824741911678914	4	0.000125191320606895	0.000125204643255809	0.000125271256500379	0.00012537783769169	0.000125152463961339	0.000125165778340979	0.000125232350225988	0.000125338865196266
"105"	5	331146	"DNK"	14	2.28	24	4	56	0.0100519684	0.0124727438	0.0085777032	13.1431159815	17.9089091165	8.6952695346	0.000764808620280682	5	4.22774244593019e-05	4.22866627846361e-05	4.23328544113072e-05	4.24067610139809e-05	4.22725633430206e-05	4.22817995437742e-05	4.23279805405805e-05	4.24018701113361e-05
"106"	10	333742	"DNK"	23	2.62	24	4	56	0.0118916194	0.015806694	0.0097330012	13.1431159815	17.9089091165	8.6952695346	0.000904779309315874	5	6.89155095852485e-05	6.89263536421465e-05	6.89805739266367e-05	6.9067326381821e-05	6.89042079919654e-05	6.89150484921979e-05	6.8969250984968e-05	6.90559749443079e-05
"107"	15	356746	"DNK"	61	3	24	4	56	0.0556659601	0.0810389196	0.031537115	13.1431159815	17.9089091165	8.6952695346	0.00423537007345551	5	0.000170990004092548	0.000171037493007052	0.000171274937579575	0.000171654848895611	0.000170931548920049	0.000170979005366183	0.000171216287461679	0.000171595938345875
"108"	20	368274	"DNK"	111	2.56	24	4	56	0.0479789883	0.0724109942	0.0317628303	13.1431159815	17.9089091165	8.6952695346	0.0036505033028343	5	0.000301406018345037	0.000301445668206855	0.000301643917515947	0.000301961116410495	0.000301184518008718	0.00030122410961153	0.000301422067510769	0.000301738799751492
"109"	25	333707	"DNK"	118	2.81	24	4	56	0.0333354285	0.0607245328	0.0224905409	13.1431159815	17.9089091165	8.6952695346	0.00253634134758624	5	0.000353603610352795	0.000353634012368306	0.000353786022445864	0.000354029238569958	0.000353329994464696	0.000353360349446677	0.000353512124295997	0.000353754963844884
"110"	30	321890	"DNK"	173	2.51	24	4	56	0.0682676482	0.1005229337	0.0441639268	13.1431159815	17.9089091165	8.6952695346	0.0051941752850764	5	0.000537450681909969	0.000537515227876418	0.000537837957708664	0.000538354325440257	0.000536732398597832	0.000536796772142558	0.00053711863955622	0.000537633626343529
"111"	35	365935	"DNK"	262	2.7	24	4	56	0.1009164798	0.1395324443	0.0699482133	13.1431159815	17.9089091165	8.6952695346	0.0076782765930125	5	0.000715974148414336	0.000716058078911206	0.000716477731395555	0.000717149175370513	0.00071479706311167	0.000714880717850214	0.000715298991059272	0.000715968226517065
"112"	40	387330	"DNK"	441	2.75	24	4	56	0.1461044678	0.210227188	0.089128453	13.1431159815	17.9089091165	8.6952695346	0.0111164253595307	5	0.00113856401518085	0.00113867881574223	0.00113925281854912	0.00114017122304013	0.00113565473005989	0.00113576894465929	0.0011363400167735	0.00113725372909591
"113"	45	422425	"DNK"	832	2.71	24	4	56	0.3202784024	0.429534441	0.2075133501	13.1431159815	17.9089091165	8.6952695346	0.0243685289584919	5	0.00196958039888738	0.0019698111478152	0.00197096489245429	0.00197281088387684	0.00196073681095773	0.00196096549225169	0.00196210889511265	0.00196393832717953
"114"	50	383496	"DNK"	1341	2.75	24	4	56	0.4025133671	0.5545608429	0.2235675424	13.1431159815	17.9089091165	8.6952695346	0.0306254139175649	5	0.00349677701983854	0.00349709645382395	0.00349869362375102	0.00350124909563433	0.00346948002429412	0.00346979449030696	0.00347136681364368	0.00347388250766069
"115"	55	354046	"DNK"	2035	2.65	24	4	56	0.438088573	0.591346452	0.244665921	13.1431159815	17.9089091165	8.6952695346	0.0333321697546187	5	0.00574784067607034	0.00574821726182196	0.00575010019058007	0.00575311287659304	0.00567123686610516	0.00567160348060285	0.00567343654348768	0.00567636941081139
"116"	60	337982	"DNK"	3177	2.67	24	4	56	0.5523440359	0.7497073556	0.3338332794	13.1431159815	17.9089091165	8.6952695346	0.0420253489870643	5	0.00939990887088661	0.00940040623878179	0.00940289307825769	0.00940687202141912	0.00919844644985568	0.00919892272611948	0.00920130409123521	0.00920511421925006
"117"	65	611679	"DNK"	4897	2.66	24	4	56	0.7104769155	0.9585468163	0.4334416167	13.1431159815	17.9089091165	8.6952695346	0.0540569615683263	5	0.00800583312489067	0.0080061866237786	0.00800795411821828	0.00801078210932176	0.00785861263022357	0.00785895324728379	0.00786065632428777	0.00786338121873102
"118"	75	180164	"DNK"	6656	2.65	24	4	56	1.7837199266	2.391949529	1.1925059879	13.1431159815	17.9089091165	8.6952695346	0.135715147694864	5	0.0369441175817588	0.0369471307286183	0.0369621964629153	0.0369863016377906	0.0339928990794952	0.0339954500373537	0.0340082043280621	0.0340286094649273
"119"	80	234876	"DNK"	25314	14.16	24	4	56	7.3516227712	10.066485047	4.9947253502	13.1431159815	17.9089091165	8.6952695346	0.559351586149586	5	0.107776017983957	0.107785543888454	0.107833173410939	0.107909380646913	1	1	1	1
"120"	0	424881	"ESP"	1202	0.14	41326	33495	53802	0.0562904312	0.0856234697	0.040499784	6.6280620735	11.7564765758	4.7438459898	0.00849274351624703	1	0.00282902742179575	0.00349854298986468	0.00365507311118272	0.00390444992047449	0.00282216120635605	0.00348804833500105	0.00364361989168234	0.00389138332873207
"121"	1	1895732	"ESP"	252	1.62	41326	33495	53802	0.022226552	0.0336806284	0.0144317586	6.6280620735	11.7564765758	4.7438459898	0.00335340130395959	4	0.000132930182114349	0.000192180211483546	0.000206032636621334	0.000228101702643429	0.000132888139784148	0.000192092350573979	0.000205931656453034	0.000227977937512835
"122"	5	2478498	"ESP"	185	2.22	41326	33495	53802	0.0165328441	0.0235232719	0.0122464521	6.6280620735	11.7564765758	4.7438459898	0.00249437074014452	5	7.46419807480176e-05	0.000108351488660124	0.000116232639771028	0.00012878853828458	7.46264953989942e-05	0.000108318861162722	0.000116195094029257	0.000128742444352179
"123"	10	2267841	"ESP"	204	2.9	41326	33495	53802	0.0211470438	0.0288590486	0.0160940276	6.6280620735	11.7564765758	4.7438459898	0.00319053194817669	5	8.99533962037021e-05	0.000137076129942169	0.000148093240791727	0.000165645210522167	8.99364070246682e-05	0.000137036682580142	0.00014804719873388	0.00016558761005366
"124"	15	2140571	"ESP"	343	2.84	41326	33495	53802	0.0669820059	0.0991853922	0.0462582522	6.6280620735	11.7564765758	4.7438459898	0.0101058205486343	5	0.000160237618840954	0.00031837040643665	0.00035534123371421	0.000414241507129464	0.000160182177665777	0.000318151619905888	0.000355068705322317	0.000413871191057431
"125"	20	2374617	"ESP"	628	2.48	41326	33495	53802	0.0805533961	0.1195150606	0.0551751987	6.6280620735	11.7564765758	4.7438459898	0.0121533858926978	5	0.000264463700883132	0.000435892466227569	0.000475971841101798	0.000539824513931689	0.000264287566823722	0.000435414185943948	0.000475401621083976	0.000539091157084657
"126"	25	2749308	"ESP"	733	2.57	41326	33495	53802	0.0821795811	0.124732742	0.0554018633	6.6280620735	11.7564765758	4.7438459898	0.0123987343794752	5	0.000266612543956516	0.000417667139527663	0.000452983113192917	0.000509246947626284	0.000266439925926211	0.000417243665934362	0.000452485040752604	0.000508617548626307
"127"	30	3456207	"ESP"	1315	2.61	41326	33495	53802	0.1147800544	0.1638785899	0.0783010153	6.6280620735	11.7564765758	4.7438459898	0.0173172871839731	5	0.000380474896324207	0.000548301225657833	0.000587538365081974	0.000650049225949754	0.000380129231508632	0.000547583650177995	0.000586714490800234	0.000649040864606917
"128"	35	4032769	"ESP"	2070	2.7	41326	33495	53802	0.1504796172	0.2096485891	0.1032870493	6.6280620735	11.7564765758	4.7438459898	0.0227034109716082	5	0.000513294959369108	0.000701862851676854	0.000745949287403439	0.000816185830900422	0.000512689688993023	0.000700731671359876	0.000744671666615598	0.000814656535321708
"129"	40	3858821	"ESP"	3785	2.74	41326	33495	53802	0.1824737705	0.2603609983	0.1299349992	6.6280620735	11.7564765758	4.7438459898	0.0275304860570872	5	0.00098086954538705	0.00121983725870729	0.00127570697547131	0.001364716116877	0.000978699997318595	0.00121648361749412	0.00127203956105639	0.00136051992184683
"130"	45	3689865	"ESP"	6639	2.72	41326	33495	53802	0.2473247014	0.3541678439	0.1779220304	6.6280620735	11.7564765758	4.7438459898	0.0373147835155078	5	0.00179925281819254	0.00213798029842608	0.00221717345853083	0.00234334046982785	0.00179190190541116	0.00212760906574118	0.00220602167595461	0.00233088696900351
"131"	50	3333373	"ESP"	9928	2.68	41326	33495	53802	0.3025261458	0.4226863279	0.2144599377	6.6280620735	11.7564765758	4.7438459898	0.045643227604875	5	0.00297836455746177	0.00343700507222723	0.00354423343082189	0.00371506487020729	0.00295792586424796	0.00340981570722311	0.00351532821723412	0.00368331853012453
"132"	55	2877802	"ESP"	13455	2.65	41326	33495	53802	0.3357314177	0.4726272985	0.2445788869	6.6280620735	11.7564765758	4.7438459898	0.0506530285892018	5	0.00467544327233076	0.00526499849280642	0.0054028341975846	0.00562242789606659	0.00462463110146047	0.00520065214243137	0.00533509629195469	0.00554910915076084
"133"	60	2491892	"ESP"	17117	2.62	41326	33495	53802	0.2943241453	0.4758526756	0.213504693	6.6280620735	11.7564765758	4.7438459898	0.0444057617499922	5	0.00686907779309858	0.00746596200389743	0.00760551119794926	0.00782783475113411	0.00675858569591712	0.00733561552809451	0.00747029059644525	0.00768466749974718
"134"	65	4137391	"ESP"	23568	2.64	41326	33495	53802	0.3772857962	0.6492108924	0.2753926788	6.6280620735	11.7564765758	4.7438459898	0.0569224898644878	5	0.00569634342028588	0.00615716977148426	0.00626490917008806	0.00643655477562773	0.00562078117658767	0.00606898187733348	0.00617363089127897	0.00634024475062498
"135"	75	1652238	"ESP"	44897	2.67	41326	33495	53802	0.8928023182	1.6133162899	0.6427790685	6.6280620735	11.7564765758	4.7438459898	0.134700355594067	5	0.0271734459563332	0.0299041593345652	0.0305425894424898	0.031559707821556	0.0255554263911538	0.0279562596616299	0.028513451523223	0.0293979550872236
"136"	80	2650571	"ESP"	237771	14.29	41326	33495	53802	2.76045399	5.5313767734	1.9613071164	6.6280620735	11.7564765758	4.7438459898	0.416479803506475	5	0.0897055766474469	0.0949685901711176	0.0961990621491402	0.0981593952353117	1	1	1	1
"137"	0	13581	"EST"	36	0.14	12	0	22	0.2412763731	0.3917772666	0.1473092647	122.6337003124	185.2105436069	85.3961093347	0.00196745570332924	1	0.00265076209410205	0.00265076209410205	0.00265250051310212	0.00265394919560218	0.00264473301420222	0.00264473301420222	0.0026464635316491	0.00264790562557785
"138"	1	60092	"EST"	16	2.05	12	0	22	0.1823525999	0.2974207838	0.1015074583	122.6337003124	185.2105436069	85.3961093347	0.0014869697272077	4	0.000266258403780869	0.000266258403780869	0.000266555342420397	0.00026680279128667	0.000266120233121324	0.000266120233121324	0.000266416863485765	0.00026666405519386
"139"	5	73072	"EST"	11	2.12	12	0	22	0.125592428	0.1803596924	0.0824854061	122.6337003124	185.2105436069	85.3961093347	0.00102412654661861	5	0.000150536457192906	0.000150536457192906	0.000150704640882409	0.000150844793956996	0.000150471221147827	0.000150471221147827	0.000150639259020361	0.00015077929045651
"140"	10	61283	"EST"	10	3.43	12	0	22	0.101269888	0.1461598834	0.0706600355	122.6337003124	185.2105436069	85.3961093347	0.000825791668538279	5	0.000163177390140822	0.000163177390140822	0.000163339090775949	0.000163473841305221	0.000163135596676602	0.000163135596676602	0.000163297214450849	0.00016343189586672
"141"	15	61311	"EST"	29	3	12	0	22	0.499224402	0.8041017919	0.3305098722	122.6337003124	185.2105436069	85.3961093347	0.00407085817950746	5	0.00047299832004045	0.00047299832004045	0.000473795082418393	0.000474459051066679	0.000472551288109632	0.000472551288109632	0.000473346543888844	0.000474009255103932
"142"	20	85651	"EST"	71	2.51	12	0	22	0.8051317673	1.4225159336	0.5227690144	122.6337003124	185.2105436069	85.3961093347	0.00656533860797634	5	0.000828945371332501	0.000828945371332501	0.000829865197876215	0.000830631719995978	0.0008272378911306	0.0008272378911306	0.000828153930124729	0.000828917292754406
"143"	25	97499	"EST"	98	2.74	12	0	22	1.2328922094	2.3880919435	0.7770144475	122.6337003124	185.2105436069	85.3961093347	0.0100534535471025	5	0.00100513851424117	0.00100513851424117	0.00100637587506093	0.00100740700907739	0.00100286040346916	0.00100286040346916	0.00100409215833958	0.00100511861548108
"144"	30	91694	"EST"	145	2.52	12	0	22	2.0372459949	4.1399254406	1.2617931406	122.6337003124	185.2105436069	85.3961093347	0.0166124482072242	5	0.00158134665299802	0.00158134665299802	0.00158352072522179	0.00158533245207493	0.00157516924922002	0.00157516924922002	0.00157732635735805	0.00157912392977387
"145"	35	90268	"EST"	154	2.64	12	0	22	4.4751254974	7.9609233949	3.0059140409	122.6337003124	185.2105436069	85.3961093347	0.0364918084180772	5	0.0017060309301192	0.0017060309301192	0.00171088205899119	0.00171492466638452	0.00169918959689927	0.00169918959689927	0.00170400184200645	0.00170801196243067
"146"	40	91851	"EST"	188	2.59	12	0	22	7.8372843928	13.186568395	5.4202732646	122.6337003124	185.2105436069	85.3961093347	0.0639080805099668	5	0.00204679317590445	0.00204679317590445	0.002055142534824	0.00206210033392363	0.00203674637134133	0.00203674637134133	0.00204501379925202	0.00205190306961152
"147"	45	84690	"EST"	326	2.66	12	0	22	11.4605975966	18.432731886	7.9331004239	122.6337003124	185.2105436069	85.3961093347	0.0934539002525815	5	0.00384933286102255	0.00384933286102255	0.00386257464639309	0.00387360946753521	0.00381496975407722	0.00381496975407722	0.00382797577569608	0.00383881351687879
"148"	50	91948	"EST"	518	2.64	12	0	22	16.59229034	24.988949446	11.6733697369	122.6337003124	185.2105436069	85.3961093347	0.135299597889751	5	0.00563361900204463	0.00563361900204463	0.00565127675615214	0.00566599155124173	0.00555970088379925	0.00555970088379925	0.00557689759956116	0.0055912271156299
"149"	55	88964	"EST"	807	2.71	12	0	22	17.956956873	26.117954985	12.881727233	122.6337003124	185.2105436069	85.3961093347	0.146427587418923	5	0.00907108493323142	0.00907108493323142	0.00909083596790867	0.00910729516347305	0.00888648783646836	0.00888648783646836	0.0089054423413072	0.00892123647898571
"150"	60	82132	"EST"	1127	2.65	12	0	22	17.60274914	25.828218786	12.115486169	122.6337003124	185.2105436069	85.3961093347	0.143539248144338	5	0.0137218136658063	0.0137218136658063	0.0137427856496583	0.0137602623028683	0.0132931589770991	0.0132931589770991	0.013312840202814	0.013329239788759
"151"	65	125341	"EST"	1281	2.62	12	0	22	13.240474363	19.016422013	9.2029279034	122.6337003124	185.2105436069	85.3961093347	0.10796766573357	5	0.0102201195139659	0.0102201195139659	0.0102304562113658	0.0102390701258657	0.0099774296676885	0.0099774296676885	0.00998728104092942	0.00999549015717096
"152"	75	52273	"EST"	2165	2.57	12	0	22	7.7225577116	11.2389977582	5.4498300962	122.6337003124	185.2105436069	85.3961093347	0.0629725572328599	5	0.041417175214738	0.041417175214738	0.041431631448105	0.0414436783092442	0.037629955878225	0.037629955878225	0.0376418888264734	0.0376518323681823
"153"	80	64170.92	"EST"	6852	13.79	12	0	22	10.2603068804	14.413405005	7.1361068694	122.6337003124	185.2105436069	85.3961093347	0.0836662911928993	5	0.106777337772312	0.106777337772312	0.106792983418257	0.106806021456545	1	1	1	1
"154"	0	57670	"FIN"	95	0.15	23	3	44	0.041109042	0.1393760784	0.0229923977	42.8015635057	63.104439461	25.2962619842	0.000960456549549303	1	0.00164730362406797	0.0016473535871276	0.00164768667419177	0.00164803641560916	0.00164500028138163	0.0016450501048151	0.00164538226093028	0.00164573102464908
"155"	1	242466	"FIN"	22	1.84	23	3	44	0.0954968896	0.1487797817	0.0562976661	42.8015635057	63.104439461	25.2962619842	0.0022311542331224	4	9.07343710045945e-05	9.0761976783134e-05	9.09460153067309e-05	9.11392557565077e-05	9.07165918007375e-05	9.07441867601066e-05	9.09281530718166e-05	9.11213175417287e-05
"156"	5	304173	"FIN"	16	2.58	23	3	44	0.1488952227	0.2056882693	0.0959015113	42.8015635057	63.104439461	25.2962619842	0.00347873326356808	5	5.26016444589099e-05	5.26359545383407e-05	5.28646884012127e-05	5.31048589572283e-05	5.2594949333313e-05	5.26292506764934e-05	5.28579261521474e-05	5.30980351291555e-05
"157"	10	292299	"FIN"	29	2.45	23	3	44	0.1617085536	0.2205586168	0.0930552306	42.8015635057	63.104439461	25.2962619842	0.0037780992177649	5	9.92134766112782e-05	9.92522529931792e-05	9.95107622058529e-05	9.97821968791602e-05	9.91883825093942e-05	9.9227139274495e-05	9.94855175126787e-05	9.97568142962457e-05
"158"	15	306582	"FIN"	82	3.05	23	3	44	0.3261361666	0.4751930238	0.2242515736	42.8015635057	63.104439461	25.2962619842	0.00761972554008611	5	0.000267465147986509	0.00026753970936526	0.000268036785223601	0.000268558714874858	0.000267325722374413	0.000267400206027121	0.000267896763158622	0.000268418147111216
"159"	20	342086	"FIN"	163	2.57	23	3	44	0.3075930544	0.5246167665	0.2029619452	42.8015635057	63.104439461	25.2962619842	0.00718649108131382	5	0.000476488368421976	0.000476551391969399	0.000476971548952223	0.000477412713784188	0.000475937296458335	0.000476000174303489	0.000476419359446246	0.000476859502925981
"160"	25	339565	"FIN"	180	2.56	23	3	44	0.4169916384	0.6304939053	0.2820998407	42.8015635057	63.104439461	25.2962619842	0.00974243939346907	5	0.000530089968047355	0.000530176040870468	0.000530749859691222	0.000531352369453014	0.000529405224994279	0.000529491075574085	0.00053006341185244	0.000530664363222065
"161"	30	355387	"FIN"	239	2.55	23	3	44	0.544218833	0.7879900431	0.3740276976	42.8015635057	63.104439461	25.2962619842	0.0127149288115964	5	0.000672506310022595	0.000672613643117038	0.000673329197079991	0.000674080528741091	0.000671400084079517	0.000671507064325397	0.000672220264529099	0.000672969122056118
"162"	35	344429	"FIN"	282	2.69	23	3	44	1.0172160272	1.3991373088	0.6487050496	42.8015635057	63.104439461	25.2962619842	0.0237658614285091	5	0.000818746388950988	0.000818953391219338	0.000820333406341672	0.000821782422220122	0.000817200813653814	0.000817407035031011	0.000818781839181791	0.000820225374124332
"163"	40	314679	"FIN"	369	2.7	23	3	44	1.6325761862	2.2724234804	0.8783223666	42.8015635057	63.104439461	25.2962619842	0.0381429100360454	5	0.00117262353064551	0.00117298716701816	0.00117541140950247	0.001177956864111	0.0011694694316854	0.00116983111418377	0.00117224231542031	0.00117477404785806
"164"	45	359317	"FIN"	734	2.58	23	3	44	2.1635492702	2.9496156642	1.2634380073	42.8015635057	63.104439461	25.2962619842	0.050548370035872	5	0.00204276446703051	0.00204318650414566	0.00204600008491339	0.00204895434471951	0.00203271575699221	0.00203313365174879	0.00203591959508549	0.00203884479495947
"165"	50	375585	"FIN"	1186	2.61	23	3	44	3.1384203432	4.3489828023	1.4158704833	42.8015635057	63.104439461	25.2962619842	0.0733248995163938	5	0.00315774059134417	0.00315832627687088	0.00316223084704894	0.00316633064573591	0.00313408763194416	0.00313466457541138	0.00313851082422518	0.00314254930880047
"166"	55	370897	"FIN"	1901	2.64	23	3	44	3.6655726945	5.013682712	1.6526188393	42.8015635057	63.104439461	25.2962619842	0.0856410933215523	5	0.00512541217642634	0.00512610488432089	0.00513072293695122	0.00513557189221306	0.0050641562801292	0.0050648325282047	0.00506934079287947	0.00507407436629395
"167"	60	375230	"FIN"	3022	2.69	23	3	44	3.9753190867	5.562517581	1.6935513758	42.8015635057	63.104439461	25.2962619842	0.092877894195865	5	0.00805372704741092	0.00805446961512296	0.00805942006653654	0.0080646180405208	0.00790663121467885	0.00790734690390953	0.00791211810384798	0.0079171277484881
"168"	65	615487	"FIN"	4759	2.62	23	3	44	4.3221571469	5.9811969913	2.0626501827	42.8015635057	63.104439461	25.2962619842	0.100981291169992	5	0.00773208857376354	0.0077325807756679	0.00773586212169698	0.00773930753502751	0.00759237094827995	0.00759284552232968	0.00759600932142705	0.0075993312582572
"169"	75	198424	"FIN"	6307	2.67	23	3	44	5.5597705796	7.7146583497	3.9925016243	42.8015635057	63.104439461	25.2962619842	0.129896436583668	5	0.0317854694996573	0.0317874334219134	0.0318005262369543	0.0318142736927473	0.0295937519692608	0.0295954543834848	0.0296068034409485	0.0296187192574824
"170"	80	277477	"FIN"	28283	13.72	23	3	44	10.6230244275	18.448242918	7.4112995209	42.8015635057	63.104439461	25.2962619842	0.248192438719798	5	0.101929168904089	0.101931852287996	0.101949741514037	0.101968525201381	1	1	1	1
"171"	0	748819	"FRATNP"	2655	0.14	38728	14235	72947	0.0836967952	0.1221070817	0.0583219002	19.3754415429	26.2802532239	14.1518838513	0.00431973614715739	1	0.00354558311153964	0.00362770101193317	0.00376899456545188	0.0039663948066578	0.00353480477958861	0.00361641842701613	0.00375681746030338	0.00395291103367398
"172"	1	3084611	"FRATNP"	504	1.62	38728	14235	72947	0.0287038977	0.0449736911	0.0184683849	19.3754415429	26.2802532239	14.1518838513	0.00148145773279259	4	0.000163391753449625	0.00017022845046792	0.000181991795748505	0.000198426283649388	0.000163328239609475	0.000170159511411816	0.000181913001864672	0.000198332620166092
"173"	5	3990837	"FRATNP"	321	2.46	38728	14235	72947	0.0155307206	0.0269445031	0.0112501828	19.3754415429	26.2802532239	14.1518838513	0.0008015673121881	5	8.04342547691123e-05	8.32933819870362e-05	8.82128482988458e-05	9.50858004779913e-05	8.04178251656055e-05	8.32757637342388e-05	8.81930876996415e-05	9.50628410970841e-05
"174"	10	3988294	"FRATNP"	373	2.86	38728	14235	72947	0.0189561963	0.0334241709	0.0139128213	19.3754415429	26.2802532239	14.1518838513	0.000978362028964773	5	9.35236970995619e-05	9.70156622060243e-05	0.00010302400090308	0.000111418209120715	9.35049829457189e-05	9.69955246240121e-05	0.000103001292067937	0.000111391649456395
"175"	15	3845790	"FRATNP"	1019	2.84	38728	14235	72947	0.0690829466	0.1234723857	0.0477041713	19.3754415429	26.2802532239	14.1518838513	0.00356549018235484	5	0.000264965065695215	0.000278162549891133	0.000300870381321455	0.000332595334725047	0.00026481350642646	0.000277995521533976	0.000300674978659212	0.000332356567798191
"176"	20	3711719	"FRATNP"	1491	2.54	38728	14235	72947	0.103467391	0.1801914517	0.0722131937	19.3754415429	26.2802532239	14.1518838513	0.00534013074080962	5	0.000401700667534369	0.00042218087120696	0.000457419482274945	0.000506651100783717	0.000401304105381909	0.00042174286385353	0.000456905348651194	0.000506020416313395
"177"	25	3848349	"FRATNP"	1853	2.62	38728	14235	72947	0.1118916714	0.1969645178	0.0771281504	19.3754415429	26.2802532239	14.1518838513	0.00577492240123952	5	0.000481505185730296	0.000502866559239207	0.00053962132716009	0.000590971157866196	0.000480954020914996	0.00050226543670829	0.000538929181081831	0.000590141117682697
"178"	30	4020036	"FRATNP"	2467	2.6	38728	14235	72947	0.1589293118	0.2375439817	0.1101065136	19.3754415429	26.2802532239	14.1518838513	0.00820261625770477	5	0.000613676096432967	0.000642721667773231	0.000692698006293573	0.000762519601354513	0.000612773589622223	0.000641731775971673	0.000691548324344304	0.000761126703680902
